corpus,framework,language,label,model,precision,recall,f1,support
eng.pdtb.gum,pdtb,eng,attribution,XLMR frozen + TSV feat,0.0,0.0,0.0,0
eng.pdtb.gum,pdtb,eng,causal,XLMR frozen + TSV feat,0.6456456456456456,0.899581589958159,0.7517482517482518,239
eng.pdtb.gum,pdtb,eng,comment,XLMR frozen + TSV feat,0.0,0.0,0.0,0
eng.pdtb.gum,pdtb,eng,concession,XLMR frozen + TSV feat,0.72,0.9,0.8,100
eng.pdtb.gum,pdtb,eng,condition,XLMR frozen + TSV feat,0.875,0.6282051282051282,0.7313432835820896,78
eng.pdtb.gum,pdtb,eng,conjunction,XLMR frozen + TSV feat,0.6873889875666075,0.821656050955414,0.7485493230174082,471
eng.pdtb.gum,pdtb,eng,contrast,XLMR frozen + TSV feat,0.5357142857142857,0.14285714285714285,0.22556390977443608,105
eng.pdtb.gum,pdtb,eng,elaboration,XLMR frozen + TSV feat,0.5544554455445545,0.5628140703517588,0.5586034912718204,199
eng.pdtb.gum,pdtb,eng,explanation,XLMR frozen + TSV feat,0.0,0.0,0.0,1
eng.pdtb.gum,pdtb,eng,frame,XLMR frozen + TSV feat,0.0,0.0,0.0,0
eng.pdtb.gum,pdtb,eng,mode,XLMR frozen + TSV feat,0.9,0.14754098360655737,0.2535211267605634,61
eng.pdtb.gum,pdtb,eng,organization,XLMR frozen + TSV feat,0.0,0.0,0.0,0
eng.pdtb.gum,pdtb,eng,purpose,XLMR frozen + TSV feat,0.9459459459459459,0.7954545454545454,0.8641975308641975,88
eng.pdtb.gum,pdtb,eng,query,XLMR frozen + TSV feat,0.8,0.1568627450980392,0.26229508196721313,51
eng.pdtb.gum,pdtb,eng,reformulation,XLMR frozen + TSV feat,0.0,0.0,0.0,12
eng.pdtb.gum,pdtb,eng,temporal,XLMR frozen + TSV feat,0.8416988416988417,0.8934426229508197,0.8667992047713717,244
eng.pdtb.gum,pdtb,eng,alternation,XLMR finetune + TSV feat,1.0,1.0,1.0,27
eng.pdtb.gum,pdtb,eng,causal,XLMR finetune + TSV feat,0.9958333333333333,1.0,0.9979123173277662,239
eng.pdtb.gum,pdtb,eng,concession,XLMR finetune + TSV feat,1.0,1.0,1.0,100
eng.pdtb.gum,pdtb,eng,condition,XLMR finetune + TSV feat,1.0,1.0,1.0,78
eng.pdtb.gum,pdtb,eng,conjunction,XLMR finetune + TSV feat,1.0,1.0,1.0,471
eng.pdtb.gum,pdtb,eng,contrast,XLMR finetune + TSV feat,1.0,1.0,1.0,105
eng.pdtb.gum,pdtb,eng,elaboration,XLMR finetune + TSV feat,1.0,1.0,1.0,199
eng.pdtb.gum,pdtb,eng,explanation,XLMR finetune + TSV feat,0.0,0.0,0.0,1
eng.pdtb.gum,pdtb,eng,mode,XLMR finetune + TSV feat,1.0,1.0,1.0,61
eng.pdtb.gum,pdtb,eng,purpose,XLMR finetune + TSV feat,1.0,1.0,1.0,88
eng.pdtb.gum,pdtb,eng,query,XLMR finetune + TSV feat,1.0,1.0,1.0,51
eng.pdtb.gum,pdtb,eng,reformulation,XLMR finetune + TSV feat,1.0,1.0,1.0,12
eng.pdtb.gum,pdtb,eng,temporal,XLMR finetune + TSV feat,1.0,1.0,1.0,244
eng.rst.sts,rst,eng,alternation,Qwen3 finetune,0.25,0.5,0.3333333333333333,2
eng.rst.sts,rst,eng,attribution,Qwen3 finetune,0.25,0.5,0.3333333333333333,2
eng.rst.sts,rst,eng,causal,Qwen3 finetune,0.3333333333333333,0.47619047619047616,0.39215686274509803,21
eng.rst.sts,rst,eng,comment,Qwen3 finetune,0.25,0.1,0.14285714285714285,10
eng.rst.sts,rst,eng,concession,Qwen3 finetune,0.5,0.896551724137931,0.6419753086419753,29
eng.rst.sts,rst,eng,condition,Qwen3 finetune,0.5,0.75,0.6,8
eng.rst.sts,rst,eng,conjunction,Qwen3 finetune,0.1896551724137931,0.4583333333333333,0.2682926829268293,24
eng.rst.sts,rst,eng,contrast,Qwen3 finetune,0.14285714285714285,0.06896551724137931,0.09302325581395349,29
eng.rst.sts,rst,eng,elaboration,Qwen3 finetune,0.42342342342342343,0.46078431372549017,0.4413145539906103,102
eng.rst.sts,rst,eng,explanation,Qwen3 finetune,0.36363636363636365,0.16,0.2222222222222222,25
eng.rst.sts,rst,eng,frame,Qwen3 finetune,0.125,0.029411764705882353,0.047619047619047616,34
eng.rst.sts,rst,eng,mode,Qwen3 finetune,0.0,0.0,0.0,3
eng.rst.sts,rst,eng,organization,Qwen3 finetune,0.5,0.13333333333333333,0.21052631578947367,15
eng.rst.sts,rst,eng,purpose,Qwen3 finetune,0.0,0.0,0.0,5
eng.rst.sts,rst,eng,query,Qwen3 finetune,0.1111111111111111,0.16666666666666666,0.13333333333333333,6
eng.rst.sts,rst,eng,reformulation,Qwen3 finetune,0.0,0.0,0.0,1
eng.rst.sts,rst,eng,temporal,Qwen3 finetune,0.0,0.0,0.0,12
eng.rst.sts,rst,eng,alternation,XLMR finetune,0.25,0.5,0.3333333333333333,2
eng.rst.sts,rst,eng,attribution,XLMR finetune,0.3333333333333333,0.5,0.4,2
eng.rst.sts,rst,eng,causal,XLMR finetune,0.44,0.5238095238095238,0.4782608695652174,21
eng.rst.sts,rst,eng,comment,XLMR finetune,0.25,0.2,0.2222222222222222,10
eng.rst.sts,rst,eng,concession,XLMR finetune,0.45098039215686275,0.7931034482758621,0.575,29
eng.rst.sts,rst,eng,condition,XLMR finetune,0.375,0.75,0.5,8
eng.rst.sts,rst,eng,conjunction,XLMR finetune,0.34285714285714286,0.5,0.4067796610169492,24
eng.rst.sts,rst,eng,contrast,XLMR finetune,0.4,0.27586206896551724,0.32653061224489793,29
eng.rst.sts,rst,eng,elaboration,XLMR finetune,0.4819277108433735,0.39215686274509803,0.43243243243243246,102
eng.rst.sts,rst,eng,explanation,XLMR finetune,0.12,0.12,0.12,25
eng.rst.sts,rst,eng,frame,XLMR finetune,0.1875,0.08823529411764706,0.12,34
eng.rst.sts,rst,eng,mode,XLMR finetune,0.0,0.0,0.0,3
eng.rst.sts,rst,eng,organization,XLMR finetune,0.35294117647058826,0.4,0.375,15
eng.rst.sts,rst,eng,purpose,XLMR finetune,0.6666666666666666,0.4,0.5,5
eng.rst.sts,rst,eng,query,XLMR finetune,0.23076923076923078,0.5,0.3157894736842105,6
eng.rst.sts,rst,eng,reformulation,XLMR finetune,0.0,0.0,0.0,1
eng.rst.sts,rst,eng,temporal,XLMR finetune,0.5,0.25,0.3333333333333333,12
eng.rst.sts,rst,eng,alternation,XLMR framework,0.2,0.5,0.2857142857142857,2
eng.rst.sts,rst,eng,attribution,XLMR framework,0.6666666666666666,1.0,0.8,2
eng.rst.sts,rst,eng,causal,XLMR framework,0.4482758620689655,0.6190476190476191,0.52,21
eng.rst.sts,rst,eng,comment,XLMR framework,0.25,0.2,0.2222222222222222,10
eng.rst.sts,rst,eng,concession,XLMR framework,0.5227272727272727,0.7931034482758621,0.6301369863013698,29
eng.rst.sts,rst,eng,condition,XLMR framework,0.375,0.75,0.5,8
eng.rst.sts,rst,eng,conjunction,XLMR framework,0.2972972972972973,0.4583333333333333,0.36065573770491804,24
eng.rst.sts,rst,eng,contrast,XLMR framework,0.43478260869565216,0.3448275862068966,0.38461538461538464,29
eng.rst.sts,rst,eng,elaboration,XLMR framework,0.5252525252525253,0.5098039215686274,0.5174129353233831,102
eng.rst.sts,rst,eng,explanation,XLMR framework,0.14814814814814814,0.16,0.15384615384615385,25
eng.rst.sts,rst,eng,frame,XLMR framework,0.3333333333333333,0.029411764705882353,0.05405405405405406,34
eng.rst.sts,rst,eng,mode,XLMR framework,0.0,0.0,0.0,3
eng.rst.sts,rst,eng,organization,XLMR framework,0.42857142857142855,0.4,0.41379310344827586,15
eng.rst.sts,rst,eng,purpose,XLMR framework,0.6666666666666666,0.4,0.5,5
eng.rst.sts,rst,eng,query,XLMR framework,0.4,0.6666666666666666,0.5,6
eng.rst.sts,rst,eng,reformulation,XLMR framework,0.0,0.0,0.0,1
eng.rst.sts,rst,eng,temporal,XLMR framework,0.6666666666666666,0.16666666666666666,0.26666666666666666,12
eng.rst.sts,rst,eng,alternation,XLMR frozen linear,0.0,0.0,0.0,2
eng.rst.sts,rst,eng,attribution,XLMR frozen linear,0.0,0.0,0.0,2
eng.rst.sts,rst,eng,causal,XLMR frozen linear,0.15384615384615385,0.09523809523809523,0.11764705882352941,21
eng.rst.sts,rst,eng,comment,XLMR frozen linear,0.0,0.0,0.0,10
eng.rst.sts,rst,eng,concession,XLMR frozen linear,0.3333333333333333,0.10344827586206896,0.15789473684210525,29
eng.rst.sts,rst,eng,condition,XLMR frozen linear,0.5,0.125,0.2,8
eng.rst.sts,rst,eng,conjunction,XLMR frozen linear,0.10810810810810811,0.16666666666666666,0.13114754098360656,24
eng.rst.sts,rst,eng,contrast,XLMR frozen linear,0.0,0.0,0.0,29
eng.rst.sts,rst,eng,elaboration,XLMR frozen linear,0.3244274809160305,0.8333333333333334,0.46703296703296704,102
eng.rst.sts,rst,eng,explanation,XLMR frozen linear,0.0,0.0,0.0,25
eng.rst.sts,rst,eng,frame,XLMR frozen linear,0.0,0.0,0.0,34
eng.rst.sts,rst,eng,mode,XLMR frozen linear,0.0,0.0,0.0,3
eng.rst.sts,rst,eng,organization,XLMR frozen linear,0.0,0.0,0.0,15
eng.rst.sts,rst,eng,purpose,XLMR frozen linear,0.0,0.0,0.0,5
eng.rst.sts,rst,eng,query,XLMR frozen linear,0.0,0.0,0.0,6
eng.rst.sts,rst,eng,reformulation,XLMR frozen linear,0.0,0.0,0.0,1
eng.rst.sts,rst,eng,temporal,XLMR frozen linear,0.0,0.0,0.0,12
eng.rst.sts,rst,eng,alternation,XLMR frozen + TSV feat,0.0,0.0,0.0,2
eng.rst.sts,rst,eng,attribution,XLMR frozen + TSV feat,0.0,0.0,0.0,2
eng.rst.sts,rst,eng,causal,XLMR frozen + TSV feat,0.2727272727272727,0.42857142857142855,0.3333333333333333,21
eng.rst.sts,rst,eng,comment,XLMR frozen + TSV feat,0.25,0.3,0.2727272727272727,10
eng.rst.sts,rst,eng,concession,XLMR frozen + TSV feat,0.3333333333333333,0.034482758620689655,0.0625,29
eng.rst.sts,rst,eng,condition,XLMR frozen + TSV feat,0.0,0.0,0.0,8
eng.rst.sts,rst,eng,conjunction,XLMR frozen + TSV feat,0.19047619047619047,0.5,0.27586206896551724,24
eng.rst.sts,rst,eng,contrast,XLMR frozen + TSV feat,0.30434782608695654,0.2413793103448276,0.2692307692307692,29
eng.rst.sts,rst,eng,elaboration,XLMR frozen + TSV feat,0.6263736263736264,0.5588235294117647,0.5906735751295337,102
eng.rst.sts,rst,eng,explanation,XLMR frozen + TSV feat,0.13513513513513514,0.4,0.20202020202020202,25
eng.rst.sts,rst,eng,frame,XLMR frozen + TSV feat,0.8,0.23529411764705882,0.36363636363636365,34
eng.rst.sts,rst,eng,mode,XLMR frozen + TSV feat,0.0,0.0,0.0,3
eng.rst.sts,rst,eng,organization,XLMR frozen + TSV feat,0.0,0.0,0.0,15
eng.rst.sts,rst,eng,purpose,XLMR frozen + TSV feat,0.0,0.0,0.0,5
eng.rst.sts,rst,eng,query,XLMR frozen + TSV feat,0.13333333333333333,0.3333333333333333,0.19047619047619047,6
eng.rst.sts,rst,eng,reformulation,XLMR frozen + TSV feat,0.0,0.0,0.0,1
eng.rst.sts,rst,eng,temporal,XLMR frozen + TSV feat,0.0,0.0,0.0,12
eng.rst.sts,rst,eng,alternation,XLMR finetune + TSV feat,1.0,1.0,1.0,2
eng.rst.sts,rst,eng,attribution,XLMR finetune + TSV feat,1.0,1.0,1.0,2
eng.rst.sts,rst,eng,causal,XLMR finetune + TSV feat,1.0,1.0,1.0,21
eng.rst.sts,rst,eng,comment,XLMR finetune + TSV feat,1.0,1.0,1.0,10
eng.rst.sts,rst,eng,concession,XLMR finetune + TSV feat,1.0,1.0,1.0,29
eng.rst.sts,rst,eng,condition,XLMR finetune + TSV feat,1.0,1.0,1.0,8
eng.rst.sts,rst,eng,conjunction,XLMR finetune + TSV feat,1.0,1.0,1.0,24
eng.rst.sts,rst,eng,contrast,XLMR finetune + TSV feat,1.0,1.0,1.0,29
eng.rst.sts,rst,eng,elaboration,XLMR finetune + TSV feat,1.0,1.0,1.0,102
eng.rst.sts,rst,eng,explanation,XLMR finetune + TSV feat,1.0,1.0,1.0,25
eng.rst.sts,rst,eng,frame,XLMR finetune + TSV feat,1.0,1.0,1.0,34
eng.rst.sts,rst,eng,mode,XLMR finetune + TSV feat,1.0,1.0,1.0,3
eng.rst.sts,rst,eng,organization,XLMR finetune + TSV feat,1.0,1.0,1.0,15
eng.rst.sts,rst,eng,purpose,XLMR finetune + TSV feat,1.0,1.0,1.0,5
eng.rst.sts,rst,eng,query,XLMR finetune + TSV feat,1.0,1.0,1.0,6
eng.rst.sts,rst,eng,reformulation,XLMR finetune + TSV feat,1.0,1.0,1.0,1
eng.rst.sts,rst,eng,temporal,XLMR finetune + TSV feat,1.0,1.0,1.0,12
eng.sdrt.stac,sdrt,eng,alternation,Qwen3 finetune,0.9285714285714286,0.6842105263157895,0.7878787878787878,19
eng.sdrt.stac,sdrt,eng,attribution,Qwen3 finetune,0.0,0.0,0.0,0
eng.sdrt.stac,sdrt,eng,causal,Qwen3 finetune,0.3333333333333333,0.06896551724137931,0.11428571428571428,29
eng.sdrt.stac,sdrt,eng,comment,Qwen3 finetune,0.3953488372093023,0.5414012738853503,0.45698924731182794,157
eng.sdrt.stac,sdrt,eng,condition,Qwen3 finetune,0.7,0.3888888888888889,0.5,18
eng.sdrt.stac,sdrt,eng,conjunction,Qwen3 finetune,0.35714285714285715,0.3125,0.3333333333333333,128
eng.sdrt.stac,sdrt,eng,contrast,Qwen3 finetune,0.5106382978723404,0.36923076923076925,0.42857142857142855,65
eng.sdrt.stac,sdrt,eng,elaboration,Qwen3 finetune,0.3333333333333333,0.22772277227722773,0.27058823529411763,101
eng.sdrt.stac,sdrt,eng,explanation,Qwen3 finetune,0.2,0.03225806451612903,0.05555555555555555,31
eng.sdrt.stac,sdrt,eng,frame,Qwen3 finetune,0.0,0.0,0.0,1
eng.sdrt.stac,sdrt,eng,organization,Qwen3 finetune,0.0,0.0,0.0,0
eng.sdrt.stac,sdrt,eng,purpose,Qwen3 finetune,0.0,0.0,0.0,0
eng.sdrt.stac,sdrt,eng,query,Qwen3 finetune,0.6987179487179487,0.7898550724637681,0.7414965986394558,552
eng.sdrt.stac,sdrt,eng,reformulation,Qwen3 finetune,0.0,0.0,0.0,0
eng.sdrt.stac,sdrt,eng,temporal,Qwen3 finetune,0.2857142857142857,0.15384615384615385,0.2,13
eng.sdrt.stac,sdrt,eng,alternation,XLMR finetune,1.0,0.7894736842105263,0.8823529411764706,19
eng.sdrt.stac,sdrt,eng,causal,XLMR finetune,0.4782608695652174,0.3793103448275862,0.4230769230769231,29
eng.sdrt.stac,sdrt,eng,comment,XLMR finetune,0.6309523809523809,0.6751592356687898,0.6523076923076923,157
eng.sdrt.stac,sdrt,eng,condition,XLMR finetune,0.6842105263157895,0.7222222222222222,0.7027027027027027,18
eng.sdrt.stac,sdrt,eng,conjunction,XLMR finetune,0.5,0.3515625,0.41284403669724773,128
eng.sdrt.stac,sdrt,eng,contrast,XLMR finetune,0.5535714285714286,0.47692307692307695,0.512396694214876,65
eng.sdrt.stac,sdrt,eng,elaboration,XLMR finetune,0.5047619047619047,0.5247524752475248,0.5145631067961165,101
eng.sdrt.stac,sdrt,eng,explanation,XLMR finetune,0.41935483870967744,0.41935483870967744,0.41935483870967744,31
eng.sdrt.stac,sdrt,eng,frame,XLMR finetune,0.0,0.0,0.0,1
eng.sdrt.stac,sdrt,eng,mode,XLMR finetune,0.0,0.0,0.0,0
eng.sdrt.stac,sdrt,eng,purpose,XLMR finetune,0.0,0.0,0.0,0
eng.sdrt.stac,sdrt,eng,query,XLMR finetune,0.8056951423785594,0.8713768115942029,0.8372497824194952,552
eng.sdrt.stac,sdrt,eng,reformulation,XLMR finetune,0.0,0.0,0.0,0
eng.sdrt.stac,sdrt,eng,temporal,XLMR finetune,0.3333333333333333,0.07692307692307693,0.125,13
eng.sdrt.stac,sdrt,eng,alternation,XLMR framework,1.0,0.7894736842105263,0.8823529411764706,19
eng.sdrt.stac,sdrt,eng,causal,XLMR framework,0.46153846153846156,0.20689655172413793,0.2857142857142857,29
eng.sdrt.stac,sdrt,eng,comment,XLMR framework,0.5163934426229508,0.802547770700637,0.628428927680798,157
eng.sdrt.stac,sdrt,eng,condition,XLMR framework,0.625,0.5555555555555556,0.5882352941176471,18
eng.sdrt.stac,sdrt,eng,conjunction,XLMR framework,0.6119402985074627,0.3203125,0.4205128205128205,128
eng.sdrt.stac,sdrt,eng,contrast,XLMR framework,0.6486486486486487,0.36923076923076925,0.47058823529411764,65
eng.sdrt.stac,sdrt,eng,elaboration,XLMR framework,0.4954954954954955,0.5445544554455446,0.5188679245283019,101
eng.sdrt.stac,sdrt,eng,explanation,XLMR framework,0.34285714285714286,0.3870967741935484,0.36363636363636365,31
eng.sdrt.stac,sdrt,eng,frame,XLMR framework,0.0,0.0,0.0,1
eng.sdrt.stac,sdrt,eng,purpose,XLMR framework,0.0,0.0,0.0,0
eng.sdrt.stac,sdrt,eng,query,XLMR framework,0.8199300699300699,0.8496376811594203,0.8345195729537367,552
eng.sdrt.stac,sdrt,eng,temporal,XLMR framework,0.5,0.07692307692307693,0.13333333333333333,13
eng.sdrt.stac,sdrt,eng,alternation,XLMR frozen linear,0.0,0.0,0.0,19
eng.sdrt.stac,sdrt,eng,attribution,XLMR frozen linear,0.0,0.0,0.0,0
eng.sdrt.stac,sdrt,eng,causal,XLMR frozen linear,0.0,0.0,0.0,29
eng.sdrt.stac,sdrt,eng,comment,XLMR frozen linear,0.5071428571428571,0.45222929936305734,0.4781144781144781,157
eng.sdrt.stac,sdrt,eng,condition,XLMR frozen linear,0.0,0.0,0.0,18
eng.sdrt.stac,sdrt,eng,conjunction,XLMR frozen linear,0.30952380952380953,0.1015625,0.15294117647058825,128
eng.sdrt.stac,sdrt,eng,contrast,XLMR frozen linear,0.0,0.0,0.0,65
eng.sdrt.stac,sdrt,eng,elaboration,XLMR frozen linear,0.12,0.0297029702970297,0.047619047619047616,101
eng.sdrt.stac,sdrt,eng,explanation,XLMR frozen linear,0.0,0.0,0.0,31
eng.sdrt.stac,sdrt,eng,frame,XLMR frozen linear,0.0,0.0,0.0,1
eng.sdrt.stac,sdrt,eng,query,XLMR frozen linear,0.5542035398230089,0.907608695652174,0.6881868131868132,552
eng.sdrt.stac,sdrt,eng,temporal,XLMR frozen linear,0.0,0.0,0.0,13
eng.sdrt.stac,sdrt,eng,alternation,XLMR frozen + TSV feat,0.0,0.0,0.0,19
eng.sdrt.stac,sdrt,eng,causal,XLMR frozen + TSV feat,0.5263157894736842,0.3448275862068966,0.4166666666666667,29
eng.sdrt.stac,sdrt,eng,comment,XLMR frozen + TSV feat,0.6778846153846154,0.8980891719745223,0.7726027397260274,157
eng.sdrt.stac,sdrt,eng,concession,XLMR frozen + TSV feat,0.0,0.0,0.0,0
eng.sdrt.stac,sdrt,eng,condition,XLMR frozen + TSV feat,0.0,0.0,0.0,18
eng.sdrt.stac,sdrt,eng,conjunction,XLMR frozen + TSV feat,0.5565217391304348,0.5,0.5267489711934157,128
eng.sdrt.stac,sdrt,eng,contrast,XLMR frozen + TSV feat,0.8928571428571429,0.38461538461538464,0.5376344086021505,65
eng.sdrt.stac,sdrt,eng,elaboration,XLMR frozen + TSV feat,0.9411764705882353,0.6336633663366337,0.757396449704142,101
eng.sdrt.stac,sdrt,eng,explanation,XLMR frozen + TSV feat,0.9583333333333334,0.7419354838709677,0.8363636363636363,31
eng.sdrt.stac,sdrt,eng,frame,XLMR frozen + TSV feat,0.0,0.0,0.0,1
eng.sdrt.stac,sdrt,eng,query,XLMR frozen + TSV feat,0.827426810477658,0.9728260869565217,0.8942547876769359,552
eng.sdrt.stac,sdrt,eng,temporal,XLMR frozen + TSV feat,1.0,0.15384615384615385,0.26666666666666666,13
eng.sdrt.stac,sdrt,eng,alternation,XLMR finetune + TSV feat,1.0,1.0,1.0,19
eng.sdrt.stac,sdrt,eng,causal,XLMR finetune + TSV feat,1.0,1.0,1.0,29
eng.sdrt.stac,sdrt,eng,comment,XLMR finetune + TSV feat,1.0,1.0,1.0,157
eng.sdrt.stac,sdrt,eng,condition,XLMR finetune + TSV feat,1.0,1.0,1.0,18
eng.sdrt.stac,sdrt,eng,conjunction,XLMR finetune + TSV feat,1.0,1.0,1.0,128
eng.sdrt.stac,sdrt,eng,contrast,XLMR finetune + TSV feat,1.0,1.0,1.0,65
eng.sdrt.stac,sdrt,eng,elaboration,XLMR finetune + TSV feat,1.0,1.0,1.0,101
eng.sdrt.stac,sdrt,eng,explanation,XLMR finetune + TSV feat,1.0,1.0,1.0,31
eng.sdrt.stac,sdrt,eng,frame,XLMR finetune + TSV feat,1.0,1.0,1.0,1
eng.sdrt.stac,sdrt,eng,query,XLMR finetune + TSV feat,1.0,1.0,1.0,552
eng.sdrt.stac,sdrt,eng,temporal,XLMR finetune + TSV feat,1.0,1.0,1.0,13
fas.rst.prstc,rst,fas,attribution,Qwen3 finetune,0.5517241379310345,0.41025641025641024,0.47058823529411764,39
fas.rst.prstc,rst,fas,causal,Qwen3 finetune,0.08333333333333333,0.05714285714285714,0.06779661016949153,35
fas.rst.prstc,rst,fas,comment,Qwen3 finetune,0.26666666666666666,0.3333333333333333,0.2962962962962963,36
fas.rst.prstc,rst,fas,concession,Qwen3 finetune,0.0,0.0,0.0,5
fas.rst.prstc,rst,fas,condition,Qwen3 finetune,1.0,0.6,0.75,15
fas.rst.prstc,rst,fas,conjunction,Qwen3 finetune,0.425531914893617,0.64,0.5111821086261981,125
fas.rst.prstc,rst,fas,contrast,Qwen3 finetune,0.40384615384615385,0.3888888888888889,0.39622641509433965,54
fas.rst.prstc,rst,fas,elaboration,Qwen3 finetune,0.45794392523364486,0.6405228758169934,0.5340599455040872,153
fas.rst.prstc,rst,fas,explanation,Qwen3 finetune,0.15,0.06666666666666667,0.09230769230769231,45
fas.rst.prstc,rst,fas,frame,Qwen3 finetune,0.25,0.03225806451612903,0.05714285714285714,31
fas.rst.prstc,rst,fas,mode,Qwen3 finetune,0.0,0.0,0.0,7
fas.rst.prstc,rst,fas,organization,Qwen3 finetune,0.0,0.0,0.0,16
fas.rst.prstc,rst,fas,purpose,Qwen3 finetune,0.6666666666666666,0.36363636363636365,0.47058823529411764,11
fas.rst.prstc,rst,fas,temporal,Qwen3 finetune,0.0,0.0,0.0,20
fas.rst.prstc,rst,fas,attribution,XLMR finetune,0.7297297297297297,0.6923076923076923,0.7105263157894737,39
fas.rst.prstc,rst,fas,causal,XLMR finetune,0.3409090909090909,0.42857142857142855,0.379746835443038,35
fas.rst.prstc,rst,fas,comment,XLMR finetune,0.24615384615384617,0.4444444444444444,0.31683168316831684,36
fas.rst.prstc,rst,fas,concession,XLMR finetune,0.0,0.0,0.0,5
fas.rst.prstc,rst,fas,condition,XLMR finetune,0.7222222222222222,0.8666666666666667,0.7878787878787878,15
fas.rst.prstc,rst,fas,conjunction,XLMR finetune,0.625,0.64,0.6324110671936759,125
fas.rst.prstc,rst,fas,contrast,XLMR finetune,0.5384615384615384,0.5185185185185185,0.5283018867924528,54
fas.rst.prstc,rst,fas,elaboration,XLMR finetune,0.6477987421383647,0.673202614379085,0.6602564102564102,153
fas.rst.prstc,rst,fas,explanation,XLMR finetune,0.3488372093023256,0.3333333333333333,0.3409090909090909,45
fas.rst.prstc,rst,fas,frame,XLMR finetune,0.13333333333333333,0.06451612903225806,0.08695652173913043,31
fas.rst.prstc,rst,fas,mode,XLMR finetune,0.8,0.5714285714285714,0.6666666666666666,7
fas.rst.prstc,rst,fas,organization,XLMR finetune,0.0,0.0,0.0,16
fas.rst.prstc,rst,fas,purpose,XLMR finetune,0.8181818181818182,0.8181818181818182,0.8181818181818182,11
fas.rst.prstc,rst,fas,temporal,XLMR finetune,0.3,0.15,0.2,20
fas.rst.prstc,rst,fas,alternation,XLMR framework,0.0,0.0,0.0,0
fas.rst.prstc,rst,fas,attribution,XLMR framework,0.6923076923076923,0.6923076923076923,0.6923076923076923,39
fas.rst.prstc,rst,fas,causal,XLMR framework,0.36363636363636365,0.34285714285714286,0.35294117647058826,35
fas.rst.prstc,rst,fas,comment,XLMR framework,0.28888888888888886,0.3611111111111111,0.32098765432098764,36
fas.rst.prstc,rst,fas,concession,XLMR framework,0.0,0.0,0.0,5
fas.rst.prstc,rst,fas,condition,XLMR framework,0.6875,0.7333333333333333,0.7096774193548387,15
fas.rst.prstc,rst,fas,conjunction,XLMR framework,0.5862068965517241,0.68,0.6296296296296297,125
fas.rst.prstc,rst,fas,contrast,XLMR framework,0.5306122448979592,0.48148148148148145,0.5048543689320388,54
fas.rst.prstc,rst,fas,elaboration,XLMR framework,0.6264367816091954,0.7124183006535948,0.6666666666666666,153
fas.rst.prstc,rst,fas,explanation,XLMR framework,0.32142857142857145,0.4,0.3564356435643564,45
fas.rst.prstc,rst,fas,frame,XLMR framework,0.16666666666666666,0.03225806451612903,0.05405405405405406,31
fas.rst.prstc,rst,fas,mode,XLMR framework,1.0,0.5714285714285714,0.7272727272727273,7
fas.rst.prstc,rst,fas,organization,XLMR framework,0.0,0.0,0.0,16
fas.rst.prstc,rst,fas,purpose,XLMR framework,0.7692307692307693,0.9090909090909091,0.8333333333333334,11
fas.rst.prstc,rst,fas,temporal,XLMR framework,0.375,0.15,0.21428571428571427,20
fas.rst.prstc,rst,fas,attribution,XLMR frozen linear,0.0,0.0,0.0,39
fas.rst.prstc,rst,fas,causal,XLMR frozen linear,0.0,0.0,0.0,35
fas.rst.prstc,rst,fas,comment,XLMR frozen linear,0.0,0.0,0.0,36
fas.rst.prstc,rst,fas,concession,XLMR frozen linear,0.0,0.0,0.0,5
fas.rst.prstc,rst,fas,condition,XLMR frozen linear,0.3333333333333333,0.06666666666666667,0.1111111111111111,15
fas.rst.prstc,rst,fas,conjunction,XLMR frozen linear,0.2523076923076923,0.656,0.36444444444444446,125
fas.rst.prstc,rst,fas,contrast,XLMR frozen linear,0.0,0.0,0.0,54
fas.rst.prstc,rst,fas,elaboration,XLMR frozen linear,0.3464566929133858,0.5751633986928104,0.43243243243243246,153
fas.rst.prstc,rst,fas,explanation,XLMR frozen linear,0.0,0.0,0.0,45
fas.rst.prstc,rst,fas,frame,XLMR frozen linear,0.0,0.0,0.0,31
fas.rst.prstc,rst,fas,mode,XLMR frozen linear,0.0,0.0,0.0,7
fas.rst.prstc,rst,fas,organization,XLMR frozen linear,0.0,0.0,0.0,16
fas.rst.prstc,rst,fas,purpose,XLMR frozen linear,0.0,0.0,0.0,11
fas.rst.prstc,rst,fas,temporal,XLMR frozen linear,0.0,0.0,0.0,20
fas.rst.prstc,rst,fas,attribution,XLMR frozen + TSV feat,1.0,0.2564102564102564,0.40816326530612246,39
fas.rst.prstc,rst,fas,causal,XLMR frozen + TSV feat,0.2916666666666667,0.2,0.23728813559322035,35
fas.rst.prstc,rst,fas,comment,XLMR frozen + TSV feat,0.22727272727272727,0.1388888888888889,0.1724137931034483,36
fas.rst.prstc,rst,fas,concession,XLMR frozen + TSV feat,0.0,0.0,0.0,5
fas.rst.prstc,rst,fas,condition,XLMR frozen + TSV feat,0.0,0.0,0.0,15
fas.rst.prstc,rst,fas,conjunction,XLMR frozen + TSV feat,0.26520681265206814,0.872,0.40671641791044777,125
fas.rst.prstc,rst,fas,contrast,XLMR frozen + TSV feat,0.0,0.0,0.0,54
fas.rst.prstc,rst,fas,elaboration,XLMR frozen + TSV feat,0.27586206896551724,0.20915032679738563,0.2379182156133829,153
