unit1_txt	unit2_txt	dir	rel_type	orig_label	label
A mutant is a copy of the system	The different mutants are generated automatically by the application of mutation operators .	1<2	implicit	elaboration-additional	elaboration
In the state of the art , we have found mutation operators , both general purpose and specific to different technologies , languages and paradigms	However , these operators are not adequate	1>2	explicit	adversative-concession	concession
In the state of the art , we have found mutation operators , both general purpose and specific to different technologies , languages and paradigms	[ 2 – 9 ] .	1<2	implicit	explanation-evidence	explanation
However , these operators are not adequate	In this article , we propose mutation operators specific to the domain of Geographic Information Systems <*> applications .	1>2	implicit	explanation-justify	explanation
However , these operators are not adequate	when trying to test software features	1<2	explicit	contingency-condition	condition
when trying to test software features	associated with specific domains .	1<2	implicit	elaboration-attribute	elaboration
In this article , we propose the definition of specific mutation operators	In this article , we propose mutation operators specific to the domain of Geographic Information Systems <*> applications .	1<2	implicit	elaboration-additional	elaboration
In this article , we propose mutation operators specific to the domain of Geographic Information Systems <*> applications .	( GIS )	1<2	implicit	restatement-partial	reformulation
In this article , we propose mutation operators specific to the domain of Geographic Information Systems <*> applications .	These operators reproduce programming errors	1<2	implicit	elaboration-additional	elaboration
These operators reproduce programming errors	that are litely to occur during the development of this type of applications .	1<2	implicit	elaboration-attribute	elaboration
In this article , we propose mutation operators specific to the domain of Geographic Information Systems <*> applications .	In addition , we present the implementation of these operators	1<2	explicit	joint-list	conjunction
In this article , we propose mutation operators specific to the domain of Geographic Information Systems <*> applications .	and as proof of concept we apply these operators to two real - world GIS applications	1<2	explicit	joint-list	conjunction
and as proof of concept we apply these operators to two real - world GIS applications	and we generate the mutants .	1<2	explicit	joint-list	conjunction
2. Mutation Operators for GIS	These errors were formalized into mutation operators .	1>2	implicit	organization-heading	organization
As a previous step <*> we analyzed the main technologies	These errors were formalized into mutation operators .	1>2	implicit	context-background	frame
As a previous step <*> we analyzed the main technologies	to designing the mutation operators ,	1<2	implicit	elaboration-attribute	elaboration
As a previous step <*> we analyzed the main technologies	used specifically in the development of GIS ,	1<2	implicit	elaboration-attribute	elaboration
As a previous step <*> we analyzed the main technologies	and we identified typical errors	1<2	explicit	joint-list	conjunction
and we identified typical errors	a programmer can introduce during the development .	1<2	implicit	elaboration-attribute	elaboration
In this article , we propose mutation operators specific to the domain of Geographic Information Systems <*> applications .	These errors were formalized into mutation operators .	1<2	implicit	joint-other	conjunction
In order to apply these operators to a SUT ,	we rely on Java reflection and aspect - oriented programming .	1>2	explicit	purpose-goal	purpose
These errors were formalized into mutation operators .	we rely on Java reflection and aspect - oriented programming .	1<2	implicit	mode-means	mode
we rely on Java reflection and aspect - oriented programming .	Reflection allows us to obtain the list of classes and methods of the SUT ,	1<2	implicit	explanation-justify	explanation
Reflection allows us to obtain the list of classes and methods of the SUT ,	so the user can decide the methods	1<2	explicit	purpose-goal	purpose
so the user can decide the methods	to wish the operators will be applied .	1<2	implicit	elaboration-attribute	elaboration
These errors were formalized into mutation operators .	Later , we capture information about the methods of the SUT <*> together with the information of the mutation operators	1<2	explicit	joint-sequence	temporal
Later , we capture information about the methods of the SUT <*> together with the information of the mutation operators	to be mutated ,	1<2	implicit	purpose-attribute	purpose
Later , we capture information about the methods of the SUT <*> together with the information of the mutation operators	that were already defined .	1<2	implicit	elaboration-attribute	elaboration
These errors were formalized into mutation operators .	From these data , we generate the mutation operator , in the form of on aspect ,	1<2	implicit	joint-sequence	temporal
From these data , we generate the mutation operator , in the form of on aspect ,	which will then be possible to interweave with the SUT	1<2	implicit	elaboration-attribute	elaboration
which will then be possible to interweave with the SUT	which generates a mutant of the SUT .	1<2	implicit	elaboration-additional	elaboration
These errors were formalized into mutation operators .	Next , we describe the definition of two operators and two cases of application on real - world GIS applications .	1<2	implicit	elaboration-additional	elaboration
ChangeCoordSys Operator	It exchanges the coordinate system of a geometry ,	1>2	implicit	organization-preparation	organization
ChangeCoordSys Operator	( Listing 1 ) :	1<2	implicit	restatement-partial	reformulation
Next , we describe the definition of two operators and two cases of application on real - world GIS applications .	It exchanges the coordinate system of a geometry ,	1<2	implicit	elaboration-additional	elaboration
It exchanges the coordinate system of a geometry ,	so it does not match the coordinate system	1<2	explicit	causal-result	causal
so it does not match the coordinate system	that is being used in the user interface .	1<2	implicit	elaboration-attribute	elaboration
It exchanges the coordinate system of a geometry ,	It simulates the error	1<2	implicit	purpose-goal	purpose
It simulates the error	of not checking that the coordinate system is correct .	1<2	implicit	elaboration-attribute	elaboration
It exchanges the coordinate system of a geometry ,	The error is introduced	1<2	implicit	elaboration-additional	elaboration
The error is introduced	by directly modifying the coordinate system of geometry	1<2	explicit	mode-means	mode
by directly modifying the coordinate system of geometry	when recovering the wrapping of the figure .	1<2	explicit	context-circumstance	temporal
Listing 1 :	A simplified definition of the ChangeCoordSys Operator .	1>2	implicit	organization-heading	organization
It exchanges the coordinate system of a geometry ,	A simplified definition of the ChangeCoordSys Operator .	1<2	implicit	elaboration-additional	elaboration
This operator was applied to a mobile technology GIS application .	By creating a Geofence with an erroneous location from its central location ,	1>2	implicit	context-background	frame
This operator was applied to a mobile technology GIS application .	This application allows registering places of interest for the user .	1<2	implicit	elaboration-additional	elaboration
This application allows registering places of interest for the user .	These areas of interest are called Geofences .	1<2	implicit	elaboration-additional	elaboration
These areas of interest are called Geofences .	A Geofence is determined by a geographical location	1<2	implicit	elaboration-additional	elaboration
A Geofence is determined by a geographical location	expressed in terms of latitude , longitude , and a radius around that location .	1<2	implicit	elaboration-attribute	elaboration
It exchanges the coordinate system of a geometry ,	By creating a Geofence with an erroneous location from its central location ,	1<2	implicit	elaboration-additional	elaboration
By creating a Geofence with an erroneous location from its central location ,	the device will receive incorrect location notifications .	1>2	explicit	mode-means	mode
By creating a Geofence with an erroneous location from its central location ,	As a result , the user will see in the application ’s map viewer the Geofences drawn in erroneous zones	1<2	explicit	causal-result	causal
As a result , the user will see in the application ’s map viewer the Geofences drawn in erroneous zones	( Figure 1 ) .	1<2	implicit	explanation-evidence	explanation
Figure 1 .	Original and mutant application .	1>2	implicit	organization-heading	organization
As a result , the user will see in the application ’s map viewer the Geofences drawn in erroneous zones	Original and mutant application .	1<2	implicit	elaboration-additional	elaboration
BooleanPolygonConstraint Operator	It introduces errors in the processing of geometries ,	1>2	implicit	organization-preparation	organization
BooleanPolygonConstraint Operator	( Listing 2 ) :	1<2	implicit	restatement-partial	reformulation
It exchanges the coordinate system of a geometry ,	It introduces errors in the processing of geometries ,	1<2	implicit	joint-other	conjunction
It introduces errors in the processing of geometries ,	manipulating the result of the operations	1<2	implicit	causal-result	causal
manipulating the result of the operations	that carry out the verification of different topological restrictions between geometries , such as intersects , covers or overlap .	1<2	implicit	elaboration-attribute	elaboration
Listing 2 :	A simplified definition of the BooleanPolygonConstraint Operator .	1>2	implicit	organization-heading	organization
It introduces errors in the processing of geometries ,	A simplified definition of the BooleanPolygonConstraint Operator .	1<2	implicit	elaboration-additional	elaboration
To test this operator	it was applied to a land reparcelling system .	1>2	implicit	purpose-goal	purpose
It introduces errors in the processing of geometries ,	it was applied to a land reparcelling system .	1<2	implicit	joint-other	conjunction
it was applied to a land reparcelling system .	The objective of the land reparcelling is to reunify the lands of an owner	1<2	implicit	elaboration-additional	elaboration
The objective of the land reparcelling is to reunify the lands of an owner	to facilitate their exploitation .	1<2	implicit	purpose-goal	purpose
In this application , the result of the operation between two polygons has been affected .	This error causes the incorrect display of the resulting geometry	1>2	implicit	context-background	frame
It introduces errors in the processing of geometries ,	This error causes the incorrect display of the resulting geometry	1<2	implicit	joint-other	conjunction
This error causes the incorrect display of the resulting geometry	that should be drawn in the user interface after the operation	1<2	implicit	elaboration-attribute	elaboration
that should be drawn in the user interface after the operation	applied to the two initial geometries	1<2	implicit	elaboration-attribute	elaboration
This error causes the incorrect display of the resulting geometry	( Figure 2 ) .	1<2	implicit	explanation-evidence	explanation
Figure 2 .	Original and mutant application .	1>2	implicit	organization-heading	organization
This error causes the incorrect display of the resulting geometry	Original and mutant application .	1<2	implicit	context-background	frame
3. Conclusions	We have defined new operators specific to the GIS domain and a way	1>2	implicit	organization-heading	organization
In existing proposals , we can find both generic and specific mutation operators .	However , these are not adequate	1>2	explicit	adversative-antithesis	contrast
However , these are not adequate	We have defined new operators specific to the GIS domain and a way	1>2	implicit	explanation-justify	explanation
However , these are not adequate	to cover errors in particular domains .	1<2	implicit	purpose-goal	purpose
In this article , we propose mutation operators specific to the domain of Geographic Information Systems <*> applications .	We have defined new operators specific to the GIS domain and a way	1<2	implicit	joint-other	conjunction
We have defined new operators specific to the GIS domain and a way	to apply them to a SUT .	1<2	implicit	purpose-attribute	purpose
We have defined new operators specific to the GIS domain and a way	In addition , we have tested the operators	1<2	explicit	joint-list	conjunction
In addition , we have tested the operators	defined in two GIS applications .	1<2	implicit	elaboration-attribute	elaboration
We have defined new operators specific to the GIS domain and a way	As future work , we intend to extend this approach to other domains , as well as to use the developed operators for the automatic improvement of sets of test cases .	1<2	implicit	joint-other	conjunction
Replication in Second Language Research :	The current study begins to address this gap through narrative and systematic reviews .	1>2	implicit	organization-heading	organization
Replication in Second Language Research :	Narrative and Systematic Reviews and Recommendations for the Field	1<2	implicit	elaboration-additional	elaboration
Replication studies are considered by many to play a fundamental role in any scientific endeavor .	The current study begins to address this gap through narrative and systematic reviews .	1>2	implicit	context-background	frame
When using the same materials and procedures as a previous study ,	replication studies serve to test the reliability of the previous study ’s findings .	1>2	explicit	contingency-condition	condition
Replication studies are considered by many to play a fundamental role in any scientific endeavor .	replication studies serve to test the reliability of the previous study ’s findings .	1<2	implicit	explanation-justify	explanation
When altering specific methodological or participant characteristics of a previous study ,	they serve to test generalizability of the earlier findings under different conditions .	1>2	explicit	contingency-condition	condition
replication studies serve to test the reliability of the previous study ’s findings .	they serve to test generalizability of the earlier findings under different conditions .	1<2	implicit	joint-list	conjunction
Replication studies are considered by many to play a fundamental role in any scientific endeavor .	One indication of the importance of replication is found in the 50 or more calls for replication research in the field of second language <*> research alone	1<2	implicit	explanation-evidence	explanation
One indication of the importance of replication is found in the 50 or more calls for replication research in the field of second language <*> research alone	( L2 )	1<2	implicit	restatement-partial	reformulation
One indication of the importance of replication is found in the 50 or more calls for replication research in the field of second language <*> research alone	( see references for 50 calls and commentaries in Appendix S1 in the Supporting Information online ) :	1<2	implicit	explanation-evidence	explanation
One indication of the importance of replication is found in the 50 or more calls for replication research in the field of second language <*> research alone	from Santos ( 1989 ) through Polio and Gass 1997 to very recent proposals for specific replication studies , such as Vandergrift and Cross 2017 and even a book - length treatment	1<2	implicit	elaboration-additional	elaboration
from Santos ( 1989 ) through Polio and Gass 1997 to very recent proposals for specific replication studies , such as Vandergrift and Cross 2017 and even a book - length treatment	( Porte , 2012 ) .	1<2	implicit	explanation-evidence	explanation
One indication of the importance of replication is found in the 50 or more calls for replication research in the field of second language <*> research alone	Beyond these calls , efforts <*> have also emerged .	1<2	explicit	joint-list	conjunction
Beyond these calls , efforts <*> have also emerged .	to actively promote and facilitate replication studies	1<2	implicit	purpose-attribute	purpose
Beyond these calls , efforts <*> have also emerged .	For example , the Instruments for Research into Second Languages <*> repository <*> was established in 2011	1<2	implicit	elaboration-additional	elaboration
For example , the Instruments for Research into Second Languages <*> repository <*> was established in 2011	( IRIS )	1<2	implicit	restatement-partial	reformulation
For example , the Instruments for Research into Second Languages <*> repository <*> was established in 2011	( http://www.irisdatabase.org )	1<2	implicit	explanation-evidence	explanation
For example , the Instruments for Research into Second Languages <*> repository <*> was established in 2011	and holds , at the time of writing , over 3,800 materials	1<2	explicit	joint-list	conjunction
and holds , at the time of writing , over 3,800 materials	that can be used for replication , among other purposes , in L2 research	1<2	implicit	elaboration-attribute	elaboration
For example , the Instruments for Research into Second Languages <*> repository <*> was established in 2011	( Marsden & Mackey , 2014 ; Marsden , Mackey , & Plonsky , 2016 ) .	1<2	implicit	explanation-evidence	explanation
For example , the Instruments for Research into Second Languages <*> repository <*> was established in 2011	The Open Science Framework <*> provides a web infrastructure	1<2	implicit	joint-list	conjunction
The Open Science Framework <*> provides a web infrastructure	( https://osf.io ) ,	1<2	implicit	explanation-evidence	explanation
The Open Science Framework <*> provides a web infrastructure	also established in 2011 ,	1<2	implicit	elaboration-attribute	elaboration
The Open Science Framework <*> provides a web infrastructure	to facilitate collaboration	1<2	implicit	purpose-goal	purpose
The Open Science Framework <*> provides a web infrastructure	and has been used for large replication efforts in psychology	1<2	explicit	joint-list	conjunction
and has been used for large replication efforts in psychology	( e.g. , Open Science Collaboration , 2015 ) ,	1<2	implicit	elaboration-additional	elaboration
and has been used for large replication efforts in psychology	which continue to make waves in academia <*> and the general media	1<2	implicit	elaboration-attribute	elaboration
which continue to make waves in academia <*> and the general media	( Laws , 2016 ; Lindsay , 2015 ; Martin & Clarke , 2017 )	1<2	implicit	explanation-evidence	explanation
which continue to make waves in academia <*> and the general media	( Baker , 2015 ; Devlin , 2016 ) .	1<2	implicit	explanation-evidence	explanation
For example , the Instruments for Research into Second Languages <*> repository <*> was established in 2011	In some fields , a flourishing metascience , <*> has included syntheses	1<2	implicit	joint-other	conjunction
In some fields , a flourishing metascience , <*> has included syntheses	that is , the scientific study of science	1<2	implicit	restatement-partial	reformulation
In some fields , a flourishing metascience , <*> has included syntheses	( see Munafò et al. , 2017 ) ,	1<2	implicit	explanation-evidence	explanation
In some fields , a flourishing metascience , <*> has included syntheses	assessing the quantity and nature of replication efforts , for example , in education <*> and in psychology	1<2	implicit	elaboration-attribute	elaboration
assessing the quantity and nature of replication efforts , for example , in education <*> and in psychology	( Makel & Plucker , 2014	1<2	implicit	explanation-evidence	explanation
assessing the quantity and nature of replication efforts , for example , in education <*> and in psychology	( Makel et al. , 2012 ) .	1<2	implicit	explanation-evidence	explanation
One indication of the importance of replication is found in the 50 or more calls for replication research in the field of second language <*> research alone	The driving force behind this battery of calls , commentaries , infrastructure , and metascience is a perceived crisis in the state of replication research .	1<2	implicit	causal-cause	causal
The severe concerns <*> have several dimensions relating to :	(a) the ( small ) amount of published replication research ;	1>2	implicit	organization-preparation	organization
The severe concerns <*> have several dimensions relating to :	underpinning the alleged crisis	1<2	implicit	elaboration-attribute	elaboration
The driving force behind this battery of calls , commentaries , infrastructure , and metascience is a perceived crisis in the state of replication research .	(a) the ( small ) amount of published replication research ;	1<2	implicit	elaboration-additional	elaboration
(a) the ( small ) amount of published replication research ;	(b) the ( poor ) quality of replication research ;	1<2	implicit	joint-list	conjunction
(a) the ( small ) amount of published replication research ;	and (c) the ( lack of ) reproducibility ,	1<2	explicit	joint-list	conjunction
and (c) the ( lack of ) reproducibility ,	which refers to the extent to which findings can ( not ) be reproduced in replication attempts	1<2	implicit	elaboration-attribute	elaboration
which refers to the extent to which findings can ( not ) be reproduced in replication attempts	that have been undertaken .	1<2	implicit	elaboration-attribute	elaboration
(a) the ( small ) amount of published replication research ;	These concerns speak to the very core of science ,	1<2	implicit	evaluation-comment	comment
These concerns speak to the very core of science ,	raising fundamental questions about the validity and reliability of our work .	1<2	implicit	elaboration-additional	elaboration
The driving force behind this battery of calls , commentaries , infrastructure , and metascience is a perceived crisis in the state of replication research .	Indeed , some commentators have called replication the “ gold standard ” of research evidence <*> and a “ linchpin of the scientific process ”	1<2	implicit	adversative-antithesis	contrast
These concerns speak to the very core of science ,	Indeed , some commentators have called replication the “ gold standard ” of research evidence <*> and a “ linchpin of the scientific process ”	1<2	explicit	elaboration-additional	elaboration
Indeed , some commentators have called replication the “ gold standard ” of research evidence <*> and a “ linchpin of the scientific process ”	( Jasny , Chin , Chong , & Vignieri , 2011 , p. 1225 )	1<2	implicit	explanation-evidence	explanation
Indeed , some commentators have called replication the “ gold standard ” of research evidence <*> and a “ linchpin of the scientific process ”	( Let ’s replicate , 2006 , p. 330 ) .	1<2	implicit	explanation-evidence	explanation
In the field of L2 research , <*> one might expect a substantial number of published replication studies by now .	and these perceptions are thought to have caused , at least in part <*> alleged low rates and a poor quality of published replication studies .	1>2	explicit	adversative-concession	concession
In the field of L2 research , <*> one might expect a substantial number of published replication studies by now .	given the importance of replication and the 50 calls for replication in L2 research	1<2	explicit	context-circumstance	temporal
given the importance of replication and the 50 calls for replication in L2 research	that we identified ,	1<2	implicit	elaboration-attribute	elaboration
However , a perceived lack of prestige , excitement , and originality of replication plagues L2 research	and these perceptions are thought to have caused , at least in part <*> alleged low rates and a poor quality of published replication studies .	1>2	explicit	causal-cause	causal
However , a perceived lack of prestige , excitement , and originality of replication plagues L2 research	( Porte , 2012 ) ,	1<2	implicit	explanation-evidence	explanation
However , a perceived lack of prestige , excitement , and originality of replication plagues L2 research	as it does other disciplines	1<2	implicit	explanation-evidence	explanation
as it does other disciplines	( Berez - Kroeker et al. , 2017 ; Branco , Cohen , Vossen , Ide , & Calzolari , 2017 ; Chambers , 2017 ; Schmidt , 2009 ) ,	1<2	implicit	explanation-evidence	explanation
and these perceptions are thought to have caused , at least in part <*> alleged low rates and a poor quality of published replication studies .	The current study begins to address this gap through narrative and systematic reviews .	1>2	implicit	context-background	frame
and these perceptions are thought to have caused , at least in part <*> alleged low rates and a poor quality of published replication studies .	( directly or indirectly ) ,	1<2	implicit	elaboration-additional	elaboration
and these perceptions are thought to have caused , at least in part <*> alleged low rates and a poor quality of published replication studies .	However , a systematic metascience on replication research has not yet been established in the field of L2 research ,	1<2	explicit	adversative-contrast	contrast
However , a systematic metascience on replication research has not yet been established in the field of L2 research ,	leaving a poor understanding of the actual number and nature of replication studies	1<2	implicit	causal-result	causal
leaving a poor understanding of the actual number and nature of replication studies	that have been published .	1<2	implicit	elaboration-attribute	elaboration
The current study begins to address this gap through narrative and systematic reviews .	The narrative review considers challenges in replication research	1<2	implicit	elaboration-additional	elaboration
The narrative review considers challenges in replication research	and is largely informed by commentaries and metascience from psychology , <*> and also from education , another key sister discipline .	1<2	explicit	joint-list	conjunction
and is largely informed by commentaries and metascience from psychology , <*> and also from education , another key sister discipline .	given that the cognitive and social subdomains of psychology are highly influential in L2 research ,	1<2	explicit	explanation-justify	explanation
The narrative review considers challenges in replication research	The narrative review is organized around four broad themes :	1<2	implicit	elaboration-additional	elaboration
The narrative review is organized around four broad themes :	(a) the quantity of replication research , (b) the nature of replication research , (c) the relationship between initial and replication studies , and (d) the interpretation and extent of reproducibility of the findings of initial studies .	1<2	implicit	elaboration-additional	elaboration
To gain insight into these issues in the context of L2 research ,	the systematic review provides a synthesis of L2 studies in journal articles	1>2	implicit	purpose-goal	purpose
The narrative review considers challenges in replication research	the systematic review provides a synthesis of L2 studies in journal articles	1<2	implicit	joint-sequence	temporal
the systematic review provides a synthesis of L2 studies in journal articles	that self - labeled as replications .	1<2	implicit	elaboration-attribute	elaboration
the systematic review provides a synthesis of L2 studies in journal articles	The research questions and methods of the systematic review were largely determined by the narrative review	1<2	implicit	elaboration-additional	elaboration
The research questions and methods of the systematic review were largely determined by the narrative review	but also emerged through the design and piloting of the coding instrument .	1>2	explicit	adversative-concession	concession
The narrative review considers challenges in replication research	Finally , we offer further discussion and 16 recommendations for future replication work	1<2	explicit	joint-sequence	temporal
Finally , we offer further discussion and 16 recommendations for future replication work	that draw on our narrative and systematic reviews and on our experience	1<2	implicit	elaboration-attribute	elaboration
that draw on our narrative and systematic reviews and on our experience	of carrying out multisite <*> and single site <*> replications .	1<2	implicit	elaboration-attribute	elaboration
of carrying out multisite <*> and single site <*> replications .	( Morgan - Short et al. , 2018 ) 1	1<2	implicit	explanation-evidence	explanation
of carrying out multisite <*> and single site <*> replications .	( Faretta - Stutenberg & Morgan - Short , 2011 ; Marsden , Williams , & Liu , 2013 ; McManus & Marsden , 2017 ; Morgan - Short , Heil , Botero - Moriaty , & Ebert , 2012 )	1<2	implicit	explanation-evidence	explanation
The current study begins to address this gap through narrative and systematic reviews .	We start from the widely agreed premise	1<2	implicit	elaboration-additional	elaboration
We start from the widely agreed premise	Thus , our overall aim is to provide conceptual clarification and an empirical base for future discussion and production of replication studies , with a view	1>2	explicit	explanation-justify	explanation
We start from the widely agreed premise	that testing the reproducibility of findings should have an essential role in the testing and refinement of theory , at least for hypothesis - testing epistemologies <*> and for other epistemologies	1<2	implicit	elaboration-attribute	elaboration
that testing the reproducibility of findings should have an essential role in the testing and refinement of theory , at least for hypothesis - testing epistemologies <*> and for other epistemologies	that seek to ascertain generalizability	1<2	implicit	elaboration-attribute	elaboration
that testing the reproducibility of findings should have an essential role in the testing and refinement of theory , at least for hypothesis - testing epistemologies <*> and for other epistemologies	in which constructs are deemed to be definable and observable .	1<2	implicit	elaboration-attribute	elaboration
The current study begins to address this gap through narrative and systematic reviews .	Thus , our overall aim is to provide conceptual clarification and an empirical base for future discussion and production of replication studies , with a view	1<2	implicit	purpose-goal	purpose
Thus , our overall aim is to provide conceptual clarification and an empirical base for future discussion and production of replication studies , with a view	to improving the amount and quality of L2 replication research .	1<2	implicit	elaboration-attribute	elaboration
1. Introduction	It is widely accepted that the corrections of the sea surface and atmospheric effects are essential for remote sensing of SSS ,	1>2	implicit	organization-heading	organization
Salinity is one of the most important marine parameters ,	It is widely accepted that the corrections of the sea surface and atmospheric effects are essential for remote sensing of SSS ,	1>2	implicit	context-background	frame
Salinity is one of the most important marine parameters ,	which controls many processes such as physical circulations , biogeochemistry dynamics from regional to global ocean	1<2	implicit	elaboration-attribute	elaboration
Salinity is one of the most important marine parameters ,	[ 1 , 2 ] .	1<2	implicit	explanation-evidence	explanation
Although drifters and buoys , together with cruises , have accumulated large amount in - situ water salinity data in different regions ,	it is still difficult to monitor global ocean salinity with high temporal - spatial resolution by the in situ measurements .	1>2	explicit	adversative-concession	concession
it is still difficult to monitor global ocean salinity with high temporal - spatial resolution by the in situ measurements .	It is widely accepted that the corrections of the sea surface and atmospheric effects are essential for remote sensing of SSS ,	1>2	implicit	context-background	frame
In the past decade , with the successful launch of the soil moisture and ocean salinity <*> satellite by the European Space Agency <*> the Aquarius / SAC-D satellite <*> and the soil moisture active passive <*> satellite <*> by the National Aeronautics and Space Administration <*> global sea surface salinity <*> observations from space have become possible	It is widely accepted that the corrections of the sea surface and atmospheric effects are essential for remote sensing of SSS ,	1>2	implicit	context-background	frame
In the past decade , with the successful launch of the soil moisture and ocean salinity <*> satellite by the European Space Agency <*> the Aquarius / SAC-D satellite <*> and the soil moisture active passive <*> satellite <*> by the National Aeronautics and Space Administration <*> global sea surface salinity <*> observations from space have become possible	( SMOS )	1<2	implicit	restatement-partial	reformulation
In the past decade , with the successful launch of the soil moisture and ocean salinity <*> satellite by the European Space Agency <*> the Aquarius / SAC-D satellite <*> and the soil moisture active passive <*> satellite <*> by the National Aeronautics and Space Administration <*> global sea surface salinity <*> observations from space have become possible	( ESA )	1<2	implicit	restatement-partial	reformulation
In the past decade , with the successful launch of the soil moisture and ocean salinity <*> satellite by the European Space Agency <*> the Aquarius / SAC-D satellite <*> and the soil moisture active passive <*> satellite <*> by the National Aeronautics and Space Administration <*> global sea surface salinity <*> observations from space have become possible	[ 3 ] ,	1<2	implicit	explanation-evidence	explanation
In the past decade , with the successful launch of the soil moisture and ocean salinity <*> satellite by the European Space Agency <*> the Aquarius / SAC-D satellite <*> and the soil moisture active passive <*> satellite <*> by the National Aeronautics and Space Administration <*> global sea surface salinity <*> observations from space have become possible	[ 4 ] ,	1<2	implicit	explanation-evidence	explanation
In the past decade , with the successful launch of the soil moisture and ocean salinity <*> satellite by the European Space Agency <*> the Aquarius / SAC-D satellite <*> and the soil moisture active passive <*> satellite <*> by the National Aeronautics and Space Administration <*> global sea surface salinity <*> observations from space have become possible	( SMAP )	1<2	implicit	restatement-partial	reformulation
In the past decade , with the successful launch of the soil moisture and ocean salinity <*> satellite by the European Space Agency <*> the Aquarius / SAC-D satellite <*> and the soil moisture active passive <*> satellite <*> by the National Aeronautics and Space Administration <*> global sea surface salinity <*> observations from space have become possible	[ 5 , 6 ]	1<2	implicit	explanation-evidence	explanation
In the past decade , with the successful launch of the soil moisture and ocean salinity <*> satellite by the European Space Agency <*> the Aquarius / SAC-D satellite <*> and the soil moisture active passive <*> satellite <*> by the National Aeronautics and Space Administration <*> global sea surface salinity <*> observations from space have become possible	( NASA ) ,	1<2	implicit	restatement-partial	reformulation
In the past decade , with the successful launch of the soil moisture and ocean salinity <*> satellite by the European Space Agency <*> the Aquarius / SAC-D satellite <*> and the soil moisture active passive <*> satellite <*> by the National Aeronautics and Space Administration <*> global sea surface salinity <*> observations from space have become possible	( SSS )	1<2	implicit	restatement-partial	reformulation
In the past decade , with the successful launch of the soil moisture and ocean salinity <*> satellite by the European Space Agency <*> the Aquarius / SAC-D satellite <*> and the soil moisture active passive <*> satellite <*> by the National Aeronautics and Space Administration <*> global sea surface salinity <*> observations from space have become possible	and a significant improvement has been made	1<2	explicit	joint-list	conjunction
and a significant improvement has been made	to understand the ocean dynamics and climate change .	1<2	implicit	purpose-goal	purpose
In the past decade , with the successful launch of the soil moisture and ocean salinity <*> satellite by the European Space Agency <*> the Aquarius / SAC-D satellite <*> and the soil moisture active passive <*> satellite <*> by the National Aeronautics and Space Administration <*> global sea surface salinity <*> observations from space have become possible	The early concept of remote sensing of SSS has been demonstrated in the late 1970s with observations by Skylab <*> and two airborne L - band radiometry experiments	1<2	implicit	context-background	frame
The early concept of remote sensing of SSS has been demonstrated in the late 1970s with observations by Skylab <*> and two airborne L - band radiometry experiments	[ 7 ]	1<2	implicit	explanation-evidence	explanation
The early concept of remote sensing of SSS has been demonstrated in the late 1970s with observations by Skylab <*> and two airborne L - band radiometry experiments	[ 8 , 9 ] .	1<2	implicit	explanation-evidence	explanation
The early concept of remote sensing of SSS has been demonstrated in the late 1970s with observations by Skylab <*> and two airborne L - band radiometry experiments	At the end of 1990 , two airborne microwave interferometers , the electronically scanned thinned array radiometer <*> and the scanning low - frequency microwave radiometer <*> successfully produced SSS maps in coastal areas in agreement with in - situ measurements with an accuracy of about 1 psu .	1<2	implicit	joint-sequence	temporal
At the end of 1990 , two airborne microwave interferometers , the electronically scanned thinned array radiometer <*> and the scanning low - frequency microwave radiometer <*> successfully produced SSS maps in coastal areas in agreement with in - situ measurements with an accuracy of about 1 psu .	( ESTAR )	1<2	implicit	restatement-partial	reformulation
At the end of 1990 , two airborne microwave interferometers , the electronically scanned thinned array radiometer <*> and the scanning low - frequency microwave radiometer <*> successfully produced SSS maps in coastal areas in agreement with in - situ measurements with an accuracy of about 1 psu .	( SLFMR ) ,	1<2	implicit	restatement-partial	reformulation
Based on many experiments ,	the L - band is evidenced as the optimal frequency for remote sensing of SSS ,	1>2	implicit	explanation-evidence	explanation
the L - band is evidenced as the optimal frequency for remote sensing of SSS ,	Thus , remote sensing of SSS requires a highly accurate retrieval model .	1>2	explicit	explanation-justify	explanation
the L - band is evidenced as the optimal frequency for remote sensing of SSS ,	which has been adopted by SMOS , Aquarius / SAC-D and SMAP .	1<2	implicit	elaboration-attribute	elaboration
the L - band is evidenced as the optimal frequency for remote sensing of SSS ,	However , the sensitivity of satellite measured brightness temperature to SSS is quite low .	1<2	explicit	adversative-contrast	contrast
However , the sensitivity of satellite measured brightness temperature to SSS is quite low .	For example , the sensitivity of vertically polarized brightness temperature to SSS variation is 0.4 to 0.8 K/psu for different observing angles and sea surface temperatures	1<2	explicit	elaboration-additional	elaboration
For example , the sensitivity of vertically polarized brightness temperature to SSS variation is 0.4 to 0.8 K/psu for different observing angles and sea surface temperatures	( SST ) ,	1<2	implicit	restatement-partial	reformulation
For example , the sensitivity of vertically polarized brightness temperature to SSS variation is 0.4 to 0.8 K/psu for different observing angles and sea surface temperatures	and it is only 0.2 to 0.6 K/psu for the horizontal polarization brightness temperature	1<2	explicit	joint-list	conjunction
For example , the sensitivity of vertically polarized brightness temperature to SSS variation is 0.4 to 0.8 K/psu for different observing angles and sea surface temperatures	[ 10 ] .	1<2	implicit	explanation-evidence	explanation
