unit1_txt	unit2_txt	dir	rel_type	orig_label	label
mi è stato dato l' user e il <*> password e la password	poi ma avevo provato io sotto la password <PUNC> poi minuscolo	1<2	explicit	temporal.asynchronous	temporal
la password <PUNC> poi minuscolo ASN	poi presumo che sia <DIGIT> <DIGIT> però non c' è il taglietto	1<2	explicit	expansion.conjunction	conjunction
presumo che sia <DIGIT> <DIGIT>	però non c' è il taglietto c' è una coso c' è un <DIGIT>	1<2	explicit	comparison.concession	concession
non c' è il taglietto	c' è una coso	1<2	implicit	comparison.contrast	contrast
c' è una coso	c' è un <DIGIT>	1<2	implicit	expansion.restatement.specification	reformulation
presumo che sia <DIGIT> <DIGIT>	presumo che sia comunque <DIGIT> <DIGIT>	1<2	implicit	repetition	reformulation
non c' è il taglietto <*> comunque	presumo che sia <*> <DIGIT> <DIGIT>	1>2	explicit	comparison.concession	concession
mi fa lo stesso scherzetto quindi	non le accetta proprio	1<2	implicit	expansion.restatement.equivalence	reformulation
non le accetta proprio <*> quindi	cioè devo essere accreditata	1>2	explicit	contingency.cause	causal
non le accetta proprio <*> cioè	devo essere accreditata	1>2	explicit	contingency.cause	causal
devo essere accreditata	e poi si può fare lo <*> scarico del dei file	1<2	explicit	contingency.goal	purpose
devo essere accreditata	poi si può fare lo <*> scarico del dei file	1<2	explicit	temporal.asynchronous	temporal
il problema è proprio quello <*> allora	parlo <*> con la referente di direzione	1>2	explicit	contingency.cause	causal
pensavo che fosse solo	non è così	1<2	implicit	comparison.concession	concession
magari ha provato	sì sì sì sì ho provato	1<2	implicit	repetition	reformulation
ho provato anche allora <PUNC> sia con lo <DIGIT> che con la <CHAR> <*> allora	ci vuole proprio l' autorizzazione	1>2	explicit	contingency.condition	condition
allora devo parla con	probabilmente c' è qualche	1<2	implicit	contingency.cause	causal
siccome sono state <*> usate queste chiavi	pensavo che fosse stato fatto tutto allora	1>2	explicit	contingency.cause	causal
siccome sono state <*> usate queste chiavi	pensavo che fosse stato fatto tutto allora	1>2	explicit	interrupted	organization
senta la referente	perchè noi non ci occupiamo di di dare le chiavi per questo	1<2	explicit	contingency.cause	causal
siccome sono state date	pensavo che tutto fosse stato fatto e bastava solo accedere	1>2	explicit	contingency.cause	causal
certo no io pensavo	pensavo che tutto fosse stato fatto	1<2	implicit	repetition	reformulation
tutto fosse stato fatto	e bastava solo accedere	1<2	explicit	expansion.conjunction	conjunction
pensavo che tutto fosse stato fatto e bastava solo accedere	a quanto pare allora ci vuole proprio	1<2	implicit	comparison.concession	concession
c' è qualcosa che non quadra ancora	perchè mancando questa mancando questa <*> questa chiave	1<2	explicit	contingency.cause	causal
senta la referente	e <*> eventualmente una volta che riesce a accedere alla sezione dove può scaricare l' applicativo allora se ci fossero dei problemi lì ci sentiamo	1<2	explicit	temporal.asynchronous	temporal
senta la referente	poi eventualmente una volta che riesce a accedere alla sezione dove può scaricare l' applicativo allora se ci fossero dei problemi lì ci sentiamo e vediamo di insomma di darle tutta l' assistenza del caso	1<2	explicit	temporal.asynchronous	temporal
se ci fossero dei problemi	lì ci sentiamo e vediamo di insomma di darle tutta l' assistenza del caso	1>2	explicit	contingency.condition	condition
lì ci sentiamo	e vediamo di insomma di darle tutta l' assistenza del caso	1<2	explicit	contingency.goal	purpose
purtroppo la chiave di <*> di utenza la password per l' accesso all' area riservata non ci occupiamo direttamente <*> noi di darla	deve deve sentire il proprio re	1>2	explicit	contingency.cause	causal
ho detto ho telefonato pensando che tutto fosse stato fatto è solo	ma probabilmente è stato fatto	1<2	explicit	comparison.concession	concession
magari è stato trascritto male la la user name o la password	perchè se gliel' hanno comunicate pro presumo che siano quelle	1<2	explicit	contingency.cause	causal
se gliel' hanno comunicate	presumo che siano quelle	1>2	explicit	contingency.condition	condition
presumo che siano quelle	magari c' è stato un errore di di di comunicazione	1<2	implicit	contingency.cause	causal
magari c' è stato un errore di di di comunicazione <*> allora	adesso provo a contattare la collega	1>2	explicit	contingency.condition	condition
no	perchè praticamente mi hanno collegato in modo da poter leggere la la posta dell' ufficio anche dalla mia postazione di casa purtroppo niente	1<2	explicit	contingency.cause	causal
praticamente mi hanno collegato in modo da poter leggere la la posta dell' ufficio anche dalla mia postazione di casa	purtroppo niente	1<2	implicit	comparison.concession	concession
no perchè praticamente mi hanno collegato in modo da poter leggere la la posta dell' ufficio anche dalla mia postazione di casa purtroppo niente ho	ma so che questo problema si è verificato anche per altri colleghi quindi non so	1<2	explicit	comparison.concession	concession
purtroppo niente ho ma so che questo problema si è verificato anche per altri colleghi quindi	non so	1>2	explicit	contingency.cause	causal
mi dà l' RWS	così le faccio vedere	1<2	explicit	contingency.goal	purpose
se mi dà il settore informatica	è meglio	1>2	explicit	contingency.condition	condition
le do l' indirizzo IP	se mi dà il settore informatica è meglio	1<2	implicit	comparison.contrast	contrast
l' indirizzo che le deve mettere è <SW> <SW>	poi me lo segno	1<2	explicit	temporal.asynchronous	temporal
e la password la sua solita password quella che metteva	non quella che usa su <SW> però	1<2	explicit	comparison.concession	concession
non la conosce quella che usa per accedere al al alla posta via web	se mai ci ha fatto accesso	1<2	explicit	contingency.condition	condition
se no	la resettiamo	1>2	explicit	contingency.condition	condition
se no	la resettiamo	1>2	altlex	contingency.cause	causal
forse lei prima rius tentava io di accedere come iniziali del nome più il cognome	han fatto esatto sì sì sì sì un paio di modifiche al server	1<2	implicit	temporal.asynchronous	temporal
perfetto quindi ecco perchè non riuscivamo	invece in questo modo possiamo	1<2	explicit	comparison.contrast	contrast
parte la ventola fa un rumore fortissimo	poi si bloccano i file	1<2	explicit	temporal.asynchronous	temporal
si bloccano i file	qua devo spegnere il computer e riaccenderlo	1>2	implicit	contingency.cause	causal
questo discorso è iniziato ieri pomeriggio	me la rifatto sta mattina	1<2	implicit	temporal.asynchronous	temporal
me la rifatto sta mattina e	poi ieri anche quando usavo dei file semplicemente di <SW> si chiudevano senza salvare le ultime cose che avevo fatto	1>2	explicit	temporal.asynchronous	temporal
me la rifatto sta mattina <*> poi	ieri anche quando usavo dei file semplicemente di <SW> si chiudevano senza salvare le ultime cose che avevo fatto	1>2	explicit	temporal.asynchronous	temporal
quando usavo dei file semplicemente di <SW>	si chiudevano senza salvare le ultime cose che avevo fatto	1>2	explicit	temporal.synchrony	temporal
dove lo leggo	lo legge	1<2	implicit	repetition	reformulation
proprio quello	proprio quello	1<2	implicit	repetition	reformulation
allora meritiamo appunto come soggetto pentola rumorosa	allora le lascio il numero il numero di di intervento	1<2	implicit	temporal.asynchronous	temporal
allora le lascio il numero il numero di di intervento	così faccio attivare subito l' IDS che è la ditta che fa assisten <*> sulle macchine	1<2	explicit	contingency.goal	purpose
allora le lascio il numero il numero di di intervento	allora la richiesta è la numero <NUM> <*> <NUM> <*> <NUM>	1<2	explicit	expansion.restatement.specification	reformulation
chiedo solo conferma del telefono	caso mai avessi bisogno di chiamarla	1<2	explicit	contingency.condition	condition
io ho provato a entrare in Intranet per accedere alle mie timbrature	ma non ci riesco	1<2	explicit	comparison.concession	concession
ma non ci riesco	perchè io infilo il badge <*> digito PIN che è quello giusto perchè sono andata a controllarlo anche sulla mail <*> cioè sulla cosa che mi avete mandato e mi dice il PIN non è corretto riprova	1<2	explicit	contingency.cause	causal
io infilo il badge	digito PIN che è quello giusto	1<2	implicit	temporal.asynchronous	temporal
che è quello giusto	perchè sono andata a controllarlo anche sulla mail	1<2	explicit	contingency.cause	causal
digito PIN	e mi dice il PIN non è corretto	1<2	explicit	comparison.concession	concession
il PIN non è corretto	riprova	1>2	implicit	contingency.cause	causal
mi dice il PIN non è corretto riprova	allora si è bloccato si è bloccato il codice PIN	1<2	explicit	expansion.restatement.specification	reformulation
si è bloccato si è bloccato il codice PIN	devo farglielo sbloccare dai colleghi delle abilitazioni	1>2	implicit	contingency.cause	causal
solo un secondo che apriamo la richiesta	ma io devo guardarmi le cose delle ferie per poter	1<2	explicit	comparison.contrast	contrast
io ho inserito <*> subito il numero corretto	non ho inserito un altro <*> numero	1<2	implicit	expansion.restatement.equivalence	reformulation
ma in teoria si blocca	ma in teoria <*> si blocca dopo due o tre tentativi errati	1<2	implicit	repetition	reformulation
ma in teoria <*> si blocca dopo due o tre tentativi errati	poi magari da quant' è che non lo utilizza	1<2	explicit	expansion.conjunction	conjunction
si blocca dopo due o tre tentativi errati	glielo faccio sbloccare insomma con l' urgenza massima	1<2	implicit	contingency.cause	causal
glielo faccio sbloccare insomma con l' urgenza massima	massimo una mezzoretta la richiamano e glielo sbloccano in tempo reale	1<2	implicit	expansion.restatement.specification	reformulation
massimo una mezzoretta la richiamano	e glielo sbloccano in tempo reale	1<2	explicit	temporal.asynchronous	temporal
se non mi si sblocca quello	devo	1>2	explicit	interrupted	organization
anche perchè io dovrei lavorare <*> infatti	la chiamano in fretta	1>2	explicit	contingency.cause	causal
le dico che la chiamano in fretta	perchè sappiamo come cioè il problema è risolvibile abbastanza in fretta semplicemente facendoglielo sbloccare	1<2	explicit	contingency.cause	causal
all' in qualunque caso adesso digitando il codice PIN per accesso a procedure informatiche le direbbe che è sbagliato sia dal vecchio accesso che da che da quello nuovo allora	è senza senso	1>2	explicit	comparison.concession	concession
allora è senza senso	è proprio senza senso dover lavorare così	1<2	implicit	repetition	reformulation
se tra mezz' ora non è sbloccato	io devo comunicare alla mia dirigente che non posso segnare gli eventuali mancanze di orario o gli eventuali straordinari entro la fine del mese	1>2	explicit	contingency.condition	condition
io devo comunicare alla mia dirigente che non posso segnare gli eventuali mancanze di orario o gli eventuali straordinari entro la fine del mese	poi devo andare in ferie	1<2	explicit	temporal.asynchronous	temporal
non posso segnare gli eventuali mancanze di orario o gli eventuali straordinari entro la fine del mese che poi devo andare in ferie	perchè non riesco a vedere le mie timbrature	1<2	explicit	contingency.cause	causal
se tra mezz' ora non è sbloccato io devo comunicare alla mia dirigente che non posso segnare gli eventuali mancanze di orario o gli eventuali straordinari entro la fine del mese che poi devo andare in ferie perchè non riesco a vedere le mie timbrature	ma io gli assicuro che glielo faccio <*> sbloccare il suo numero di telefono signora	1<2	explicit	comparison.contrast	contrast
le lascio solo il numero di richiesta signora	almeno se lo tenga	1<2	explicit	expansion.conjunction	conjunction
sono <PER>	chiamo da <LOC> <LOC>	1<2	implicit	expansion.conjunction	conjunction
è <PER> <PER> <PER>	sono un consulente	1<2	implicit	expansion.conjunction	conjunction
ho un problema al computer	praticamente lo accendo parte e poi dopo un po che che è acceso non arriva più nessun segnale al monitor	1<2	explicit	expansion.restatement.specification	reformulation
lo accendo	parte	1<2	implicit	temporal.asynchronous	temporal
parte	e poi dopo un po che che è acceso non arriva più nessun segnale al monitor	1<2	explicit	temporal.asynchronous	temporal
parte	poi dopo un po che che è acceso non arriva più nessun segnale al monitor	1<2	explicit	temporal.asynchronous	temporal
dopo <*> non arriva più nessun segnale al monitor	un po che che è acceso	1>2	explicit	temporal.asynchronous	temporal
non arriva più nessun segnale al monitor	il monitor funziona perfettamente	1>2	implicit	comparison.concession	concession
il monitor funziona perfettamente	rimane lì tutto buio	1<2	implicit	comparison.concession	concession
ho provato a collegarlo a altri monitor	ma fa lo stesso scherzo	1<2	explicit	comparison.concession	concession
fa lo stesso scherzo	fa lo stesso problema	1<2	implicit	repetition	reformulation
non lo fa diciamo sempre	a volte funziona per un po' e dopo un po' non funziona più	1<2	implicit	contingency.cause	causal
a volte funziona per un po'	e dopo un po' non funziona più	1<2	explicit	expansion.conjunction	conjunction
tu mi hai detto il monitor non funziona	perché hai provato a collegarne altri ma ti da lo stesso problema	1<2	explicit	contingency.cause	causal
hai provato a collegarne altri	ma ti da lo stesso problema	1<2	explicit	comparison.concession	concession
ti da lo stesso problema	mi da lo stesso problema	1<2	implicit	repetition	reformulation
purtroppo non posso controllare la mail quindi	mi dai la reme di	1>2	explicit	contingency.cause	causal
ti lascio subito il numero di richiesta	ti lascio il numero di richiesta urgente	1<2	implicit	repetition	reformulation
non riesco ad accedere alla procedura de delibera determina	mi dice impossibile visualizzare la pagina	1<2	implicit	contingency.cause	causal
allora solo un secondo	mi dà i dati della sua postazione intanto	1<2	explicit	temporal.synchrony	temporal
si è bloccato <*> allora	provi un pò di nuovo a fare accesso	1>2	explicit	contingency.cause	causal
se no	mi lascia un' a	1>2	explicit	contingency.condition	condition
se no	mi lascia la macchina	1>2	explicit	contingency.condition	condition
ci lavoro sopra un attimo	e poi la richiamo	1<2	explicit	temporal.asynchronous	temporal
ci lavoro sopra un attimo	poi la richiamo	1<2	explicit	temporal.asynchronous	temporal
la richiamo non appena	ho finito	1>2	explicit	temporal.asynchronous	temporal
è impossibile <*> allora	ho bisogno <*> di <*> lavorarci un attimino	1>2	explicit	contingency.condition	condition
ho bisogno allora di <*> lavorarci un attimino	perchè pensavo fosse un pò più semplice	1<2	explicit	contingency.cause	causal
quando apre <SW> <SW>	vede queste pagine un pò particolari	1>2	explicit	temporal.asynchronous	temporal
mi dà l' RWS della macchina	così vediamo insieme	1<2	explicit	contingency.goal	purpose
<DIGIT> <DIGIT> <NUM> <DIGIT> <DIGIT> <DIGIT> allora	mi collego	1>2	explicit	contingency.condition	condition
allora mi collego	iniziamo a mettere come pagina predefinita una vuota	1<2	implicit	temporal.asynchronous	temporal
iniziamo a mettere come pagina predefinita una vuota	così non danno fastidio	1<2	explicit	contingency.goal	purpose
iniziamo a mettere come pagina predefinita una vuota	ma <*> mi apre l' altra pagina	1<2	explicit	comparison.concession	concession
iniziamo a mettere come pagina predefinita una vuota	però mi apre l' altra pagina	1<2	explicit	comparison.concession	concession
iniziamo a mettere come pagina predefinita una vuota	chiudiamo questo	1<2	implicit	temporal.asynchronous	temporal
chiudiamo questo	andiamo sulle proprietà di internet	1<2	implicit	temporal.asynchronous	temporal
andiamo sulle proprietà di internet	anzi no	1<2	explicit	expansion.alternative	alternation
ora svuoto il cestino	adesso dovrebbe comparire una pagina bianca	1<2	implicit	temporal.asynchronous	temporal
casetta funziona	ma molto probabilmente è successo questo	1<2	explicit	comparison.concession	concession
molto probabilmente è successo questo	questo succede che navigando su internet si possono trovare delle pubblicità o qualcosa del genere che in automatico si impostano come pagina iniziale e poi danno fastidio	1<2	altlex	expansion.restatement.specification	reformulation
in automatico si impostano come pagina iniziale	e <*> danno fastidio	1<2	explicit	temporal.asynchronous	temporal
in automatico si impostano come pagina iniziale	poi danno fastidio	1<2	explicit	temporal.asynchronous	temporal
danno fastidio	perchè chiedono sempre se voglio possono stare come pagine iniziale oppure le aprono anche tante tante pagine di <SW> <SW> in contemporanea	1<2	explicit	contingency.cause	causal
chiedono sempre se voglio possono stare come pagine iniziale	oppure le aprono anche tante tante pagine di <SW> <SW> in contemporanea	1<2	explicit	expansion.alternative	alternation
allora m' ha detto <PER>	allora m' ha detto che non riusciva ad accedere al computer	1<2	implicit	temporal.asynchronous	temporal
non riusciva ad accedere al computer	e le manca la procedura <SW>	1<2	explicit	temporal.synchrony	temporal
esatto <*> allora	avrei bisogno del RWS del PC	1>2	explicit	contingency.condition	condition
avrei bisogno del RWS del PC	però quel PC è fuori rete	1<2	explicit	comparison.concession	concession
ci dev' essere stato un problema di rete più o meno per tutta la sede	e quindi ci sono stati vari problemi	1<2	explicit	expansion.conjunction	conjunction
ci dev' essere stato un problema di rete più o meno per tutta la sede	quindi ci sono stati vari problemi	1<2	explicit	contingency.cause	causal
ieri ci dev' essere stato un problema di rete più o meno per tutta la sede	io ieri non c' ero	1<2	implicit	comparison.concession	concession
io ieri non c' ero	quindi non so bene se il computer possa essere stato apre aperto o comunque insomma se possa essere stato risolto il problema	1<2	explicit	contingency.cause	causal
se il computer possa essere stato apre aperto	o comunque insomma se possa essere stato risolto il problema	1<2	explicit	expansion.alternative	alternation
ieri ci dev' essere stato un problema di rete più o meno per tutta la sede	infatti il problema di <SW> è legato proprio a questo	1<2	explicit	expansion.conjunction	conjunction
il problema di <SW> è legato proprio a questo	perchè lui si deve collegarsi a un server e quindi non le carica l' icona	1<2	explicit	contingency.cause	causal
lui si deve collegarsi a un server	e <*> non le carica l' icona	1<2	explicit	interrupted	organization
lui si deve collegarsi a un server	quindi non le carica l' icona	1<2	explicit	interrupted	organization
ieri ci dev' essere stato un problema di rete più o meno per tutta la sede e quindi ci sono stati vari problemi	ieri c' è stato <*> un problema di rete lì in <LOC> <LOC>	1<2	implicit	repetition	reformulation
allora stiamo facendo solo una verifica	mi può solo fare una prova	1<2	implicit	expansion.conjunction	conjunction
fare una prova	vedere se il cavo di rete è collegato bene sia sul muro che dietro il computer	1<2	implicit	expansion.restatement.specification	reformulation
vedere se il cavo di rete è collegato bene sia sul muro che dietro il computer	al limite provare a scollegarlo e ricollegarlo	1<2	explicit	expansion.conjunction	conjunction
al limite provare a scollegarlo e ricollegarlo	io la attendo in linea	1<2	implicit	temporal.synchrony	temporal
dovrebbe essere tutto a posto allora	aspetti che verifico	1>2	explicit	contingency.condition	condition
in questo momento sì	perchè le colleghe l' hanno risolto ieri appunto	1<2	explicit	contingency.cause	causal
in questo momento sì	ci sia qualcun' altro è comunque nella sede che ha problemi	1<2	implicit	comparison.contrast	contrast
volevo solo vedere se avevo qualche segnalazione	perchè qui non mi dicono nulla	1<2	explicit	contingency.cause	causal
volevo solo vedere se avevo qualche segnalazione	vediamo un attimino	1<2	implicit	repetition	reformulation
credo che ci sia qualcun' altro è comunque nella sede che ha problemi	infatti ieri non entravano nella posta	1<2	explicit	contingency.cause	causal
ieri non entravano nella posta	ci fossero problemi proprio nella procedura	1<2	implicit	expansion.conjunction	conjunction
ci fossero problemi proprio nella procedura	c' era anche problemi sulle stampanti di rete	1<2	explicit	expansion.conjunction	conjunction
ci fossero problemi proprio nella procedura	è stata un pò una giornata dove sì ci sono ci sono stati i computer facevano un pò le bizze	1<2	implicit	expansion.restatement.equivalence	reformulation
non credo proprio	perchè ognuno c' ha la sua torretta e ognuno c' ha il <*> suo computer collegato	1<2	explicit	contingency.cause	causal
ognuno c' ha la sua torretta	e ognuno c' ha il <*> suo computer collegato	1<2	explicit	temporal.synchrony	temporal
ognuno c' ha il <*> suo computer collegato	e sono tutti attivi in questo momento	1<2	explicit	expansion.conjunction	conjunction
sono tutti già in linea che stanno lavorando	e <*> devo vedere di mandare qualcuno lì	1<2	explicit	expansion.conjunction	conjunction
sono tutti già in linea che stanno lavorando	allora devo vedere di mandare qualcuno lì	1<2	explicit	contingency.cause	causal
mi riesce solo a recuperare il numero della della presa di rete della torretta	se ce l' ha	1<2	explicit	contingency.condition	condition
mi ricordo il numero	non ci ricordiamo	1<2	implicit	repetition	reformulation
le lascio solo il numero della chiamata	vedo di mandarle lì il tecnico	1<2	implicit	expansion.conjunction	conjunction
non mi riconosce la password allora	è possibile che abbia fatto dei pasticci	1>2	explicit	contingency.condition	condition
è possibile che abbia fatto dei pasticci	ma non mi sembra la solita password	1<2	explicit	comparison.contrast	contrast
non mi sembra la solita password	non l' ha cambiata	1>2	implicit	contingency.cause	causal
<PER> <*> allora	praticamente io penso questa cosina qua	1>2	explicit	contingency.condition	condition
anche se non abbiamo ancora avuto ad oggi la certezza di quanto le sto per dire	io presumo che fino alla scorsa settimana praticamente vi avessero concesso la possibilità di entrare in due modi o con l' iniziale del nome con attaccato il cognome oppure sì nome spazio cognome tutti in minuscolo	1>2	explicit	comparison.concession	concession
presumo che fino alla scorsa settimana praticamente vi avessero concesso la possibilità di entrare in due modi o con l' iniziale del nome con attaccato il cognome oppure sì nome spazio cognome tutti in minuscolo	perchè <*> io da che conosco <SW> <SW> so che le persone sono sempre entrate con nome spazio cognome però tanti adesso ci stanno chiamando dicendo che entravano con nome iniziale del nome più il cognome	1<2	explicit	contingency.cause	causal
io <*> conosco <SW> <SW>	da che <*> so che le persone sono sempre entrate con nome spazio cognome	1<2	explicit	temporal.synchrony	temporal
le persone sono sempre entrate con nome spazio cognome	però tanti adesso ci stanno chiamando dicendo che entravano con nome iniziale del nome più il cognome	1<2	explicit	comparison.concession	concession
entravano con nome iniziale del nome più il cognome	perchè è la nostra utenza interna interna	1<2	explicit	contingency.cause	causal
entravano con nome iniziale del nome più il cognome	però <*> adesso bisogna solo più entrare con nome spazio cognome	1<2	explicit	comparison.contrast	contrast
provo subito	provi provi un pò a entrare	1<2	implicit	repetition	reformulation
provi provi un pò a entrare	così vediamo subito se è giusto o meno	1<2	explicit	contingency.goal	purpose
la postazione multimediale per il pubblico che non funziona già dall' altra settimana	in pratica non si acce	1<2	explicit	expansion.restatement.specification	reformulation
io questa mattino lo ho acceso <*> il computer	se non che a un certo punto è comparso lo schermo blu senza nessuna icona	1<2	explicit	comparison.concession	concession
a un certo punto è comparso lo schermo blu senza nessuna icona	poi ho provato a spegnerlo per poi riaccenderlo con la spina	1<2	explicit	temporal.asynchronous	temporal
ho provato a spegnerlo per poi riaccenderlo con la spina	e <*> non si accende	1<2	explicit	expansion.conjunction	conjunction
ho provato a spegnerlo per poi riaccenderlo con la spina	però non si accende	1<2	explicit	comparison.concession	concession
la spia verde è lampeggiante	la spia verde sotto <*> lampeggiante	1<2	implicit	repetition	reformulation
la spia verde sotto <*> lampeggiante	la spia verde sotto è lampeggiante	1<2	implicit	repetition	reformulation
mi può solo fare una una prova	dovrebbe provare a tenere premuto il pulsante di accensione	1<2	implicit	expansion.restatement.specification	reformulation
dovrebbe provare a tenere premuto il pulsante di accensione	soltanto che io mi devo staccare dal telefono	1<2	explicit	comparison.concession	concession
io mi devo staccare dal telefono	perchè è leggermente distante	1<2	explicit	contingency.cause	causal
io mi devo staccare dal telefono <*> allora	le dico <*> solo cosa fare	1>2	explicit	contingency.condition	condition
le dico allora solo cosa fare	tenerlo premuto al posto del pulsante d' accensione	1<2	implicit	expansion.restatement.specification	reformulation
tenerlo premuto al posto del pulsante d' accensione	in modo che dopo cinque secondi dovrebbe spegnere tutto quanto	1<2	explicit	contingency.goal	purpose
lo tiene premuto automaticamente	e vede che e si spengono tutte le luci	1<2	explicit	contingency.condition	condition
si spengono tutte le luci	dopo di che provi a riaccenderlo	1<2	explicit	temporal.asynchronous	temporal
provi a riaccenderlo	che vediamo se si riprende	1<2	explicit	contingency.goal	purpose
no	in realtà continua a lampeggiare	1<2	explicit	expansion.restatement.specification	reformulation
continua a lampeggiare	non si spegne	1<2	implicit	contingency.condition	condition
continua a lampeggiare	continua a lampeggiare	1<2	implicit	repetition	reformulation
continua a lampeggiare quindi	non si spegno <*> proprio nulla	1>2	explicit	contingency.condition	condition
non si spegno <*> proprio nulla	bisognerebbe solo provare a staccare proprio l' alimentazione la presa	1>2	explicit	contingency.condition	condition
è quello <*> che ho provato prima	e non si spegneva	1<2	explicit	expansion.conjunction	conjunction
aspetti un attimo	lo faccio di nuovo	1<2	implicit	contingency.goal	purpose
lo faccio di nuovo	a parte che comunque io ho qui il tecnico adesso	1<2	explicit	comparison.concession	concession
lo faccio di nuovo	comunque io ho qui il tecnico adesso	1<2	explicit	comparison.concession	concession
io ho qui il tecnico adesso	il tecnico che che sta arrivando in questo momento qua	1<2	implicit	expansion.restatement	reformulation
io ho qui il tecnico adesso il tecnico che che sta arrivando in questo momento qua	ma avevate già fatto una chiamata per <*> per questo problema	1<2	explicit	comparison	concession
mi ha chiesto appunto di aprire la chiamata	però siccome che si trova praticamente da noi sarebbe venuto immediatamente a vederlo	1<2	explicit	comparison.concession	concession
siccome che si trova praticamente da noi	sarebbe venuto immediatamente a vederlo	1>2	explicit	contingency.cause	causal
sarebbe venuto immediatamente a vederlo <*> quindi	è venuto già lui	1>2	explicit	contingency.condition	condition
schiacciare il pulsante tenendolo premuto per cinque secondi	però in realtà non si spegne	1<2	explicit	comparison.concession	concession
m' ha chiesto in pratica di schiacciare il pulsante tenendolo premuto per cinque secondi che però in realtà non si spegne	e poi m' ha detto di	1<2	explicit	expansion.conjunction	conjunction
m' ha chiesto in pratica di schiacciare il pulsante tenendolo premuto per cinque secondi che però in realtà non si spegne	poi m' ha detto di	1<2	explicit	temporal.asynchronous	temporal
non so se vuole parlarci lei	ma se già intervenendo lui	1<2	explicit	comparison.contrast	contrast
se già intervenendo lui	sta già intervenendo lui in questo momento qua	1<2	implicit	repetition	reformulation
mi lascia <*> solo il nome del tecnico	così io gli faccio assegnare la chiamata	1<2	explicit	contingency.goal	purpose
così io gli faccio assegnare la chiamata	allora io gli faccio assegnare la chiamata	1<2	implicit	repetition	reformulation
io gli faccio assegnare la chiamata	visto che sta verificando <*> lui	1<2	explicit	contingency.cause	causal
sta verificando <*> lui	sta verificando già lui	1<2	implicit	repetition	reformulation
il monitor tutto rosa	tutto rosa	1<2	implicit	repetition	reformulation
difficilmente leggibile	le icone si vedevano ma con difficoltà	1<2	implicit	expansion.restatement.equivalence	reformulation
le icone si vedevano ma con difficoltà	e <*> questo funzionava	1<2	explicit	temporal.asynchronous	temporal
le icone si vedevano ma con difficoltà	poi questo funzionava	1<2	explicit	temporal.asynchronous	temporal
avevo fatto qualche	ho aperto la posta	1<2	implicit	expansion.restatement.specification	reformulation
ho aperto la posta	poi <*> s' è spento	1<2	explicit	temporal.asynchronous	temporal
ho aperto la posta	però <*> s' è spento	1<2	explicit	comparison.concession	concession
s' è spento	e non riesco più a riaccenderlo adesso	1<2	explicit	temporal.asynchronous	temporal
non riesco più a riaccenderlo adesso	non si accende <*> proprio più	1<2	implicit	repetition	reformulation
non si accende <*> proprio più	compare la scritta vado a dormire tanti saluti	1<2	implicit	expansion.conjunction	conjunction
sì	ma il il monitor è buio	1<2	explicit	comparison.concession	concession
il monitor è buio	il monitor è buio	1<2	implicit	repetition	reformulation
posso solo provare a collegarmi	ma faccia	1<2	explicit	interrupted	organization
un attimo	perché <*> volevo vedere se segnalava qualche errore	1<2	explicit	contingency.cause	causal
visto che <*> volevo vedere se segnalava qualche errore	mi risponde in rete	1>2	explicit	contingency.cause	causal
volevo vedere se segnalava qualche errore	visto che io comunque riesco a vedere eventuali messaggi	1<2	explicit	contingency.cause	causal
ce l' ho qua <*> quindi	il computer è a posto	1>2	explicit	contingency.cause	causal
il computer è a posto allora	vuol dire che mi sa che è proprio il monitor al	1>2	explicit	contingency.condition	condition
sia il cavo elettrico a duecentoventi volt che l' altro cavetto piccolo sono ben collegati allora	tutto collegato	1>2	explicit	contingency.condition	condition
sia il cavo elettrico a duecentoventi volt che l' altro cavetto piccolo sono ben collegati <*> quindi	tutto collegato	1>2	explicit	contingency.cause	causal
tutto collegato	mi sa che è il monitor lì che ha qualche problema	1>2	implicit	contingency.cause	causal
siccome riesco a collegarmi	volevo solo provare a riavviarle un attimo il sistema	1>2	explicit	contingency.cause	causal
volevo solo provare a riavviarle un attimo il sistema	e vediamo se per caso dà qualche visualizza qualche cosa durante il riavvio	1<2	explicit	contingency.goal	purpose
adesso dovrebbe riavviarsi	mi dica solo se sul monitor le visualizza qualcosa	1>2	implicit	contingency.cause	causal
ho premuto il pulsante di accensione	è comparsa la scritta <BRAND>	1<2	implicit	temporal.asynchronous	temporal
è comparsa la scritta <BRAND>	e <*> è comparsa l' altra icona quella piccola	1<2	explicit	temporal.asynchronous	temporal
è comparsa la scritta <BRAND>	poi <*> è comparsa l' altra icona quella piccola	1<2	explicit	temporal.asynchronous	temporal
è comparsa la scritta <BRAND>	però è comparsa l' altra icona quella piccola	1<2	explicit	comparison.concession	concession
è comparsa la scritta <BRAND>	quindi lei ha visualizzato solo <BRAND> e basta	1<2	explicit	expansion.restatement.specification	reformulation
quindi lei ha visualizzato solo <BRAND> e basta <*> allora	mi sa che <*> devo mandarle lì l' assistenza	1>2	explicit	contingency.condition	condition
lei per non ha per caso la possibilità di provare a collegare un altro monitor	riesce a farmi questa prova	1>2	implicit	expansion.restatement.specification	reformulation
ne posso smontare uno	mi ci vuole un pò di tempo naturalmente	1<2	implicit	comparison.concession	concession
