unit1_txt	unit2_txt	dir	rel_type	orig_label	label
So the court has to be mindful of the fact that we are doing by process of interpretation what you are calling upon us to do .	So there may be some element of judicial discretion in perhaps going incrementally , covering a canvas for the present , which would substantially then ... assuming that even there you are right , because you have to hear the other side , confine yourself to this incremental canvas and then allow society to evolve .	1<2	explicit	contingency.cause.result	causal
So there may be some element of judicial discretion in perhaps going incrementally , covering a canvas for the present , which would substantially then ... assuming that even there you are right , because you have to hear the other side , confine yourself to this incremental canvas and then allow society to evolve .	Allow Parliament 's perceptions to evolve over a period of time because Parliament is also responding to the evolution of society over a period of time .	1<2	implicit	expansion.conjunction	conjunction
in perhaps going incrementally ,	covering a canvas for the present , which would substantially then ... assuming that even there you are right ,	1<2	implicit	expansion.manner.arg2-as-manner	mode
assuming that even there you are right ,	because you have to hear the other side ,	1<2	explicit	contingency.cause.reason	causal
confine yourself to this incremental canvas	and then allow society to evolve .	1<2	explicit	expansion.conjunction	conjunction
confine yourself to this incremental canvas	and then allow society to evolve .	1<2	explicit	temporal.asynchronous.precedence	temporal
Allow Parliament 's perceptions to evolve over a period of time	because Parliament is also responding to the evolution of society over a period of time .	1<2	explicit	contingency.cause.reason	causal
Allow Parliament 's perceptions to evolve over a period of time	because Parliament is also responding to the evolution of society over a period of time .	1<2	explicit	expansion.conjunction	conjunction
We ca n't deny the fact that there is undoubtedly the legislative element also involved ,	which is why the states , the Parliament , despite … having regard to that , we need to balance out various facets .	1<2	altlex	contingency.cause.result	causal
We ca n't deny the fact that there is undoubtedly the legislative element also involved , which is why the states , the Parliament , despite … having regard to that , we need to balance out various facets .	So this might be perhaps one way forward .	1<2	explicit	contingency.cause.result	causal
which is why the states , the Parliament , <*> we need to balance out various facets .	despite … having regard to that ,	1>2	explicit	comparison.concession.arg1-as-denier	concession
So we do n't have to decide everything ,	to decide something in this case .	1<2	implicit	contingency.purpose.arg2-as-goal	purpose
One is the channel pointed out by Mr. Rohatgi in a restrictive sense that only construe the Special Marriage Act .	Therefore if other issues at all arise or do n't arise , will depend on how we interpret this aspect .	1<2	explicit	contingency.cause.result	causal
If it founds favor with us ,	it 'll give us the status of marriage .	1<2	explicit	contingency.condition.arg2-as-cond	condition
If it does not ,	he rightly said , you are out .	1<2	explicit	contingency.condition.arg2-as-cond	condition
Therefore if other issues at all arise or do n't arise , will depend on how we interpret this aspect .	Other issues will survive for another day .	1<2	altlex	expansion.conjunction	conjunction
Other issues will survive for another day .	Or may not survive for the time being for another day , depending on what view we take on this core issue .	1<2	explicit	expansion.disjunction	alternation
And in the wisdom , as the Chief Justice said , sometimes incremental changes in issues of social and societal ramifications are possibly a better course .	Therefore , what was being suggested was , uh , can we , for the time being , confine it only to this limited issue ?	1<2	explicit	contingency.cause.result	causal
And in the wisdom , as the Chief Justice said , sometimes incremental changes in issues of social and societal ramifications are possibly a better course .	There is a time for everything ... there is time for some things to come .	1<2	implicit	contingency.cause.reason	causal
Therefore , what was being suggested was , uh , can we , for the time being , confine it only to this limited issue ?	Do n't step into … let me complete … do n't step into Personal Law issues under different religious norms .	1<2	implicit	expansion.level-of-detail.arg2-as-detail	elaboration
Do n't step into … let me complete … do n't step into Personal Law issues under different religious norms .	Do n't get into any of those issues , but only say that , can the Special Marriage Act be interpreted in a manner by reading into it a general gender - neutral situation , period .	1<2	implicit	expansion.instantiation.arg2-as-instance	elaboration
Do n't get into any of those issues ,	but only say that , can the Special Marriage Act be interpreted in a manner by reading into it a general gender - neutral situation , period .	1<2	explicit	comparison.contrast	contrast
that , can the Special Marriage Act be interpreted in a manner	by reading into it a general gender - neutral situation , period .	1<2	explicit	expansion.manner.arg2-as-manner	mode
that , can the Special Marriage Act be interpreted in a manner	by reading into it a general gender - neutral situation , period .	1>2	explicit	contingency.condition.arg1-as-cond	condition
Can I say , and perhaps you can then help us , you can assist us .	And we 'll ask the Solicitor also to assist us on how we can sort of develop the notion of a civil union which really finds recognition in our statute , namely the Special Marriage Act , you see , because now , for instance , you know , I 'm sure you would n't also deny the fact that between the time that Navtej was delivered and today , our society has found much greater acceptance , say , of same - sex relationships for the last five years that we have seen it unfold .	1<2	explicit	expansion.conjunction	conjunction
Can I say , and perhaps you can then help us , you can assist us .	And we 'll ask the Solicitor also to assist us on how we can sort of develop the notion of a civil union which really finds recognition in our statute , namely the Special Marriage Act , you see , because now , for instance , you know , I 'm sure you would n't also deny the fact that between the time that Navtej was delivered and today , our society has found much greater acceptance , say , of same - sex relationships for the last five years that we have seen it unfold .	1<2	explicit	contingency.cause.reason	causal
Can I say ,	and perhaps you can then help us ,	1<2	explicit	expansion.conjunction	conjunction
Can I say ,	and perhaps you can then help us ,	1<2	explicit	temporal.asynchronous.precedence	temporal
And we 'll ask the Solicitor also to assist us on how we can sort of develop the notion of a civil union which really finds recognition in our statute , namely the Special Marriage Act , you see , because now , for instance , you know , I 'm sure you would n't also deny the fact that between the time that Navtej was delivered and today , our society has found much greater acceptance , say , of same - sex relationships for the last five years that we have seen it unfold .	And that 's very positive because , you know , you find that there is a greater acceptance and acceptance in our universities .	1<2	explicit	contingency.cause.reason	causal
And we 'll ask the Solicitor also to assist us on how we can sort of develop the notion of a civil union which really finds recognition in our statute , namely the Special Marriage Act , you see , because now , for instance , you know , I 'm sure you would n't also deny the fact that between the time that Navtej was delivered and today , our society has found much greater acceptance , say , of same - sex relationships for the last five years that we have seen it unfold .	And that 's very positive because , you know , you find that there is a greater acceptance and acceptance in our universities .	1<2	explicit	contingency.purpose.arg2-as-goal	purpose
And we 'll ask the Solicitor also to assist us on how we can sort of develop the notion of a civil union which really finds recognition in our statute , namely the Special Marriage Act ,	you see , because now , for instance , you know , I 'm sure you would n't also deny the fact that between the time that Navtej was delivered and today , our society has found much greater acceptance , say , of same - sex relationships for the last five years that we have seen it unfold .	1<2	explicit	expansion.instantiation.arg2-as-instance	elaboration
And that 's very positive because , you know , you find that there is a greater acceptance and acceptance in our universities .	And by the way , our universities do n't consist of only urban kids ; they also come from the smaller , smaller areas .	1<2	explicit	expansion.level-of-detail.arg2-as-detail	elaboration
Yes ,	but there is this acceptance which is evolving .	1>2	explicit	comparison.concession.arg1-as-denier	concession
So , you know , in this evolving consensus , the court is also playing a dialogical role	to create that consensus and move towards a more equal future by being conscious of our own limitations , which you ca n't deny the legislative arena .	1<2	implicit	contingency.purpose.arg2-as-goal	purpose
to create that consensus	and move towards a more equal future	1<2	explicit	expansion.conjunction	conjunction
to create that consensus and move towards a more equal future	by being conscious of our own limitations , which you ca n't deny the legislative arena .	1<2	explicit	expansion.manner.arg2-as-manner	mode
to create that consensus and move towards a more equal future	by being conscious of our own limitations , which you ca n't deny the legislative arena .	1>2	explicit	contingency.purpose.arg1-as-goal	purpose
The only request I would make is that the question may be left open	to be adjudicated .	1<2	implicit	contingency.purpose.arg2-as-goal	purpose
Obviously , we 're not going to reject what we do n't .	And that is not necessary for the court to do at all .	1<2	explicit	expansion.level-of-detail.arg2-as-detail	elaboration
Obviously , we 're not going to reject what we do n't .	We can always confine our canvas and then not reject .	1<2	implicit	contingency.cause.result	causal
We can always confine our canvas	and then not reject .	1<2	explicit	contingency.cause.result	causal
We can always confine our canvas	and then not reject .	1<2	explicit	temporal.asynchronous.precedence	temporal
But leave broader and broader issues for an evolving future .	but marriage is not only a question of dignity , as if that were not enough . It is also a bouquet of rights that LGBTQ people are being denied post - Johar , right ?	1<2	explicit	comparison.contrast	contrast
Yes , but marriage is not only a question of dignity , as if that were not enough .	It is also a bouquet of rights that LGBTQ people are being denied post - Johar , right ?	1<2	explicit	expansion.conjunction	conjunction
but marriage is not only a question of dignity ,	as if that were not enough .	1>2	explicit	comparison.concession.arg1-as-denier	concession
Those rights are simple things : bank accounts , life insurance , medical insurance .	I for instance , frankly … Rental accommodation ...	1<2	explicit	expansion.instantiation.arg2-as-instance	elaboration
I can not buy SCBA medical insurance .	I am a member of the SCBA Bar .	1<2	implicit	expansion.level-of-detail.arg2-as-detail	elaboration
I am a member of the SCBA Bar .	I can not buy my family medical insurance from the SCBA .	1<2	implicit	comparison.concession.arg2-as-denier	concession
I can not buy my family medical insurance from the SCBA .	So this is the reality of how rights are exercised .	1<2	explicit	contingency.cause.result	causal
Rights are exercised	when you are able to protect your relationships .	1<2	explicit	contingency.condition.arg2-as-cond	condition
One facet of that right is the constitutional value of dignity , equality , fraternity .	The other facet of that right is the day to day business of life , and the day to day business of life is all of those things .	1<2	implicit	expansion.conjunction	conjunction
The other facet of that right is the day to day business of life ,	and the day to day business of life is all of those things .	1<2	explicit	expansion.level-of-detail.arg2-as-detail	elaboration
Now <*> that most rights flow from this notion of blood relationships ,	when we look at law in India — and all common law is premised like this —	1<2	explicit	temporal.synchronous	temporal
when we look at law in India	— and all common law is premised like this —	1<2	explicit	expansion.level-of-detail.arg2-as-detail	elaboration
i.e. , either being born into the family	or being married .	1<2	explicit	expansion.disjunction	alternation
My name is Amy Sells .	I 'm with Tiffany and Bosco .	1<2	implicit	expansion.conjunction	conjunction
I 'm with Tiffany and Bosco .	I 'm here on behalf of the appellants Chase and Chelsea McCombs .	1<2	implicit	expansion.conjunction	conjunction
This is a fascinating case	in that it is a battleground for testing recently amended rules or somewhat recently amended rules .	1<2	explicit	expansion.level-of-detail.arg2-as-detail	elaboration
This is a fascinating case in that it is a battleground for testing recently amended rules or somewhat recently amended rules .	On one hand , starting with Rule 37 , that was amended back in 2018 in order to make mandatory disclosures under Rule 2016 more -- Rule 26.1 , more robust .	1<2	implicit	expansion.level-of-detail.arg2-as-detail	elaboration
On one hand , starting with Rule 37 , that was amended back in 2018 in order to make mandatory disclosures under Rule 2016 more -- Rule 26.1 , more robust .	And then on the other hand , the elimination of peremptory strikes .	1<2	explicit	comparison.contrast	contrast
On one hand , starting with Rule 37 , that was amended back in 2018 in order to make mandatory disclosures under Rule 2016 more -- Rule 26.1 , more robust .	And then on the other hand , the elimination of peremptory strikes .	1<2	explicit	expansion.conjunction	conjunction
On one hand , starting with Rule 37 , that was amended back in 2018 in order to make mandatory disclosures under Rule 2016 more -- Rule 26.1 , more robust .	And then on the other hand , the elimination of peremptory strikes .	1<2	explicit	temporal.asynchronous.precedence	temporal
that was amended back in 2018	in order to make mandatory disclosures under Rule 2016 more -- Rule 26.1 , more robust .	1<2	explicit	contingency.purpose.arg2-as-goal	purpose
And I 'd like to start with the issue of the 483 undisclosed photos ,	because I think that 's our premier issue here .	1<2	explicit	contingency.cause.reason	causal
And I 'd like to start with the issue of the 483 undisclosed photos , because I think that 's our premier issue here .	And I 'd like to discuss intervening , superseding cause because I think that 's where the rubber hits the road .	1<2	implicit	temporal.asynchronous.precedence	temporal
And I 'd like to discuss intervening , superseding cause	because I think that 's where the rubber hits the road .	1<2	explicit	contingency.cause.reason	causal
Remember at trial , the precise origin of the fire was not determined .	The best that the experts could say was that they agreed that the fire started in the northeast quadrant of the living room .	1<2	implicit	comparison.concession.arg2-as-denier	concession
The best that the experts could say was that they agreed that the fire started in the northeast quadrant of the living room .	In that northeast quadrant was Debbie 's smoking chair , as well as the entertaining center .	1<2	implicit	expansion.level-of-detail.arg2-as-detail	elaboration
In that northeast quadrant was Debbie 's smoking chair , as well as the entertaining center .	And that meant that meant that the cause of the fire was most probably either an electrical fire or a cigarette fire .	1<2	explicit	contingency.cause.result	causal
And that meant that meant that the cause of the fire was most probably either an electrical fire or a cigarette fire .	And so the defense said that Debbie caused her own death by starting the fire with a cigarette .	1<2	explicit	contingency.cause.result	causal
And so the defense said that Debbie caused her own death by starting the fire with a cigarette .	And when you look at the closing argument slide the defense counsel used , he used a slide that set forth nearly all of his intervening superseding cause theories .	1<2	explicit	expansion.level-of-detail.arg2-as-detail	elaboration
that Debbie caused her own death	by starting the fire with a cigarette .	1<2	explicit	expansion.manner.arg2-as-manner	mode
that Debbie caused her own death	by starting the fire with a cigarette .	1<2	explicit	contingency.cause.reason	causal
And <*> he used a slide that set forth nearly all of his intervening superseding cause theories .	when you look at the closing argument slide the defense counsel used ,	1<2	explicit	temporal.synchronous	temporal
And when you look at the closing argument slide the defense counsel used , he used a slide that set forth nearly all of his intervening superseding cause theories .	And it was a slide that was titled " Debbie Died Because " .	1<2	implicit	expansion.level-of-detail.arg2-as-detail	elaboration
In the first -- it 's five bullet points -- in the first bullet point is " she accidentally set the house on fire with a cigarette " .	Second , " she decided to fight the fire . "	1<2	implicit	expansion.conjunction	conjunction
Second , " she decided to fight the fire . "	Third , " she fell into a burning chair . "	1<2	implicit	expansion.conjunction	conjunction
Third , " she fell into a burning chair . "	Fourth , " she did n't escape when she could . "	1<2	implicit	expansion.conjunction	conjunction
Fourth , " she did n't escape	when she could . "	1<2	explicit	temporal.synchronous	temporal
Fourth , " she did n't escape when she could . "	Fifth , " she was in poor health . "	1<2	implicit	expansion.conjunction	conjunction
Now , Defense on appeal says that we should ignore four out of five of these intervening causes and instead just focus on one , that Debbie stayed to fight the fire .	But if you look at the jury instructions , the definition of intervening , superseding cause is not -- does not restrict that theory to Debbie staying to fight the fire .	1<2	explicit	comparison.contrast	contrast
that we should ignore four out of five of these intervening causes	and instead just focus on one ,	1<2	explicit	comparison.contrast	contrast
that we should ignore four out of five of these intervening causes	and instead just focus on one ,	1>2	explicit	expansion.substitution.arg1-as-subst	contrast
that Debbie stayed	to fight the fire .	1<2	implicit	contingency.purpose.arg2-as-goal	purpose
But <*> the definition of intervening , superseding cause is not -- does not restrict that theory to Debbie staying to fight the fire .	if you look at the jury instructions ,	1<2	explicit	comparison.contrast	contrast
But if you look at the jury instructions , the definition of intervening , superseding cause is not -- does not restrict that theory to Debbie staying to fight the fire .	And in fact , the definition actually is n't tethered whatsoever to any of the intervening superseding cause theories .	1<2	explicit	expansion.level-of-detail.arg2-as-detail	elaboration
Counsel , are you , arguing that the , um , that the , the specific mechanism of the fire 's origin is , is really the crux of , of the causation issue , that there 's a substantive difference in the decision to fight the cause about whether she stayed , whether she caused it or an electrical or there was a spark out of the entertainment system ?	Is that what you 're arguing ?	1<2	implicit	expansion.equivalence	reformulation
Counsel , are you , arguing that the , um , that the , the specific mechanism of the fire 's origin is , is really the crux of , of the causation issue , that there 's a substantive difference in the decision to fight the cause about whether she stayed , whether she caused it or an electrical or there was a spark out of the entertainment system ? Is that what you 're arguing ?	Yes , in part that , I would phrase it another way , in that the precise origin of the fire , um , and the precise piece of furniture that she fell on is relevant to intervening , superseding cause .	1<2	hypophora	hypophora	query
whether she caused it or an electrical	or there was a spark out of the entertainment system ?	1<2	explicit	expansion.disjunction	alternation
I would phrase it another way ,	in that the precise origin of the fire , um , and the precise piece of furniture that she fell on is relevant to intervening , superseding cause .	1<2	explicit	expansion.level-of-detail.arg2-as-detail	elaboration
Please go straight to that .	Let me let me hear what you say about that .	1<2	implicit	expansion.equivalence	reformulation
Okay .	Well , if they 're arguing , for example , no , the the origin of the fire is not an electrical fire .	1<2	explicit	expansion.instantiation.arg2-as-instance	elaboration
Well , if they 're arguing , for example , no , the the origin of the fire is not an electrical fire .	But in fact Debbie started the fire with a cigarette then that in and of itself is an intervening , superseding cause of Debbie 's death .	1<2	explicit	comparison.contrast	contrast
if they 're arguing , for example , no , the the origin of the fire is not an electrical fire . But in fact Debbie started the fire with a cigarette	then that in and of itself is an intervening , superseding cause of Debbie 's death .	1>2	explicit	contingency.condition.arg1-as-cond	condition
But in fact Debbie started the fire with a cigarette then that in and of itself is an intervening , superseding cause of Debbie 's death .	And so that breaks the causal chain , right .	1<2	explicit	contingency.cause.result	causal
But in fact Debbie started the fire with a cigarette then that in and of itself is an intervening , superseding cause of Debbie 's death .	On the other hand , with respect to the precise piece of furniture , their argument is that she stayed to fight the fire , which was located at her beloved smoking chair .	1<2	explicit	comparison.contrast	contrast
But in fact Debbie started the fire with a cigarette then that in and of itself is an intervening , superseding cause of Debbie 's death .	On the other hand , with respect to --	1<2	explicit	comparison.contrast	contrast
that she stayed	to fight the fire , which was located at her beloved smoking chair .	1<2	implicit	contingency.purpose.arg2-as-goal	purpose
With the benefit of these 483 photos , we were able to -- we are now able to make the argument that the burns that are on Debbie 's chest , which reflect a two inch and a one inch serpentine burn , are consistent with the coils that are on the couch on the south side of the living room , as well as that chair that 's on the west side of the living room , both of which have coils that are mixed two inch and one inch .	So in other words , we 're able to argue that she did n't stay to fight the fire and then fall into her smoking chair .	1<2	explicit	contingency.cause.result	causal
With the benefit of these 483 photos , we were able to -- we are now able to make the argument that the burns that are on Debbie 's chest , which reflect a two inch and a one inch serpentine burn , are consistent with the coils that are on the couch on the south side of the living room , as well as that chair that 's on the west side of the living room , both of which have coils that are mixed two inch and one inch .	So in other words , we 're able to argue that she did n't stay to fight the fire and then fall into her smoking chair .	1<2	explicit	expansion.equivalence	reformulation
So in other words , we 're able to argue that she did n't stay to fight the fire and then fall into her smoking chair .	In fact , it appears as though she was doing exactly what defendants were saying that she should have done all along , which is trying to escape , and in the process fell into either the couch or the west side chair , which are on the way to either the carport door or the sliding glass door .	1<2	explicit	expansion.level-of-detail.arg2-as-detail	elaboration
that she did n't stay to fight the fire	and then fall into her smoking chair .	1<2	explicit	expansion.conjunction	conjunction
that she did n't stay to fight the fire	and then fall into her smoking chair .	1<2	explicit	temporal.asynchronous.precedence	temporal
that she did n't stay	to fight the fire	1<2	implicit	contingency.purpose.arg2-as-goal	purpose
In fact , it appears as though she was doing exactly what defendants were saying that she should have done all along , which is trying to escape , and in the process fell into either the couch or the west side chair , which are on the way to either the carport door or the sliding glass door .	But not the front door with the double deadbolt lock ? That 's correct .	1<2	explicit	comparison.contrast	contrast
that she should have done all along , which is trying to escape ,	and in the process fell into either the couch or the west side chair , which are on the way to either the carport door or the sliding glass door .	1<2	explicit	contingency.cause.result	causal
But not the front door with the double deadbolt lock ?	That 's correct .	1<2	hypophora	hypophora	query
Well , the theory it is their theory of intervening , superseding cause that she stayed to fight the fire .	And that 's why these particular pieces of furniture and the origin of the the fire become relevant is because it relates to their defense .	1<2	explicit	contingency.cause.result	causal
And that 's why these particular pieces of furniture and the origin of the the fire become relevant	is because it relates to their defense .	1<2	explicit	contingency.cause.reason	causal
And that 's why these particular pieces of furniture and the origin of the the fire become relevant is because it relates to their defense .	But the theory of the case was the double deadbolt lock , the failure to or actually the violation of putting a double deadbolt lock on it , an egress .	1<2	explicit	comparison.contrast	contrast
Am I not -- ?	Correct .	1<2	hypophora	hypophora	query
But the theory of the case was the double deadbolt lock , the failure to or actually the violation of putting a double deadbolt lock on it , an egress .	Uh delayed , you know , exit and then resulted in smoke inhalation and death .	1<2	altlex	contingency.cause.reason	causal
Uh delayed , you know , exit	and then resulted in smoke inhalation and death .	1<2	explicit	expansion.conjunction	conjunction
Uh delayed , you know , exit	and then resulted in smoke inhalation and death .	1<2	explicit	temporal.asynchronous.precedence	temporal
Is that not was that not the theory ?	Right . That is the theory .	1<2	hypophora	hypophora	query
That is the theory .	And then their defense is , well , she should n't have she should have sought out alternative routes , number one .	1<2	explicit	expansion.level-of-detail.arg2-as-detail	elaboration
That is the theory .	And then their defense is , well , she should n't have she should have sought out alternative routes , number one .	1<2	explicit	expansion.conjunction	conjunction
And then their defense is , well , she should n't have she should have sought out alternative routes , number one .	And those alternative routes being the carport or the sliding glass door .	1<2	explicit	expansion.level-of-detail.arg2-as-detail	elaboration
And then their defense is , well , she should n't have she should have sought out alternative routes , number one .	And in the process , instead of seeking out those routes , she she decided to stay and fight the fire in the living room .	1<2	explicit	expansion.conjunction	conjunction
And in the process , <*> she she decided to stay and fight the fire in the living room .	instead of seeking out those routes ,	1<2	explicit	expansion.substitution.arg2-as-subst	contrast
And in the process , <*> she she decided to stay	and fight the fire in the living room .	1<2	explicit	expansion.conjunction	conjunction
And in the process , instead of seeking out those routes , she she decided to stay and fight the fire in the living room .	But your theory as I understood it , your client 's theory was the smoke alarms were n't activated .	1<2	explicit	comparison.contrast	contrast
And in the process , <*> she she decided to stay	and fight the fire in the living room .	1<2	implicit	temporal.asynchronous.precedence	temporal
But your theory <*> your client 's theory was the smoke alarms were n't activated .	as I understood it ,	1<2	explicit	comparison.similarity	mode
But your theory as I understood it , your client 's theory was the smoke alarms were n't activated .	They were taken down .	1<2	implicit	expansion.level-of-detail.arg2-as-detail	elaboration
The front door was deadbolted .	And it does n't whether she you know , you can say she stayed to fight the fire .	1<2	explicit	contingency.cause.result	causal
And it does n't whether she you know , you can say she stayed to fight the fire .	She -- it was n't that she was overcome and never had a chance to get to these alternative routes .	1<2	implicit	comparison.concession.arg2-as-denier	concession
she stayed	to fight the fire .	1<2	implicit	contingency.purpose.arg2-as-goal	purpose
She -- it was n't that she was overcome	and never had a chance to get to these alternative routes .	1<2	explicit	contingency.cause.result	causal
Is n't that an accurate statement of your client 's theory ?	Correct .	1<2	hypophora	hypophora	query
So , uh , your client got the instructions , did it not ?	That resulted in a fine that would have , as Judge Gass , I think , said the jury had to find your client was or the trust was negligent because these two things did not comply with statute .	1<2	altlex	contingency.cause.result	causal
That resulted in a fine <*> your client was	or the trust was negligent	1<2	explicit	expansion.disjunction	alternation
That resulted in a fine <*> the jury had to find your client was or the trust was negligent	because these two things did not comply with statute .	1<2	explicit	contingency.cause.reason	causal
They were -- the statute applied .	They were supposed to be functioning smoke alarms .	1<2	implicit	contingency.cause.reason	causal
They were supposed to be functioning smoke alarms .	So negligence was established .	1<2	explicit	contingency.cause.result	causal
They were supposed to be functioning smoke alarms .	There was not supposed to be a deadbolt .	1<2	implicit	expansion.conjunction	conjunction
So negligence was established .	Correct ?	1<2	implicit	expansion.conjunction	conjunction
Mr. Chief Justice , and may it please the Court : Both courts below agreed and Goldsmith does n't dispute that Warhol 's Prince Series can reasonably be perceived to convey a fundamentally different meaning or message from Goldsmith 's photograph .	The question in this case is whether that different meaning or message should play a role , any role , in the fair use analysis .	1<2	altlex	expansion.conjunction	conjunction
Both courts below agreed	and Goldsmith does n't dispute	1<2	explicit	expansion.conjunction	conjunction
Both courts below agreed and Goldsmith does n't dispute that Warhol 's Prince Series can reasonably be perceived to convey a fundamentally different meaning or message from Goldsmith 's photograph . The question in this case is whether that different meaning or message should play a role , any role , in the fair use analysis .	Our answer is yes .	1<2	hypophora	hypophora	query
Warhol 's transformative meaning puts points on the board under Factor 1 of the four - factor balancing test .	Goldsmith and the Second Circuit say no .	1<2	implicit	comparison.contrast	contrast
Goldsmith and the Second Circuit say no .	Warhol 's new meaning is categorically irrelevant and ca n't be considered as part of Factor 1 or any other factor .	1<2	implicit	expansion.level-of-detail.arg2-as-detail	elaboration
Warhol 's new meaning is categorically irrelevant	and ca n't be considered as part of Factor 1 or any other factor .	1<2	explicit	expansion.conjunction	conjunction
First , the precedent supports us .	Campbell unambiguously requires an examination of meaning or message .	1<2	implicit	contingency.cause.reason	causal
Campbell unambiguously requires an examination of meaning or message .	Google reaffirms that test and cites Warhol 's Soup Cans as a paradigmatic example of when it 's satisfied .	1<2	implicit	expansion.conjunction	conjunction
Google reaffirms that test	and cites Warhol 's Soup Cans as a paradigmatic example of when it 's satisfied .	1<2	explicit	expansion.level-of-detail.arg2-as-detail	elaboration
Second , our approach , unlike Goldsmith 's , maintains a balance between protecting artists ' rights to monetize their works and encouraging new and important follow - on expression .	Goldsmith 's necessity test , by contrast , upends that balance .	1<2	explicit	comparison.contrast	contrast
Second , our approach , unlike Goldsmith 's , maintains a balance between protecting artists ' rights to monetize their works and encouraging new and important follow - on expression .	Finally , the stakes for artistic expression in this case are high . A ruling for Goldsmith would strip protection not just from the Prince Series but from countless works of modern and contemporary art . It would make it illegal for artists , museums , galleries , and collectors to display , sell , profit from , maybe even possess a significant quantity of works . It would also chill the creation of new art by established and up - and - coming artists alike . These results are repugnant to copyright and to the First Amendment . You should reject them .	1<2	explicit	expansion.conjunction	conjunction
Second , our approach , unlike Goldsmith 's , maintains a balance between protecting artists ' rights to monetize their works and encouraging new and important follow - on expression .	We give follow - on artists credit for innovation at Factor 1 while recognizing that Factor 4 and the other factors will sometimes cut decisively the other way .	1<2	implicit	expansion.level-of-detail.arg2-as-detail	elaboration
between protecting artists ' rights to monetize their works	and encouraging new and important follow - on expression .	1<2	explicit	comparison.contrast	contrast
We give follow - on artists credit for innovation at Factor 1	while recognizing that Factor 4 and the other factors will sometimes cut decisively the other way .	1<2	explicit	comparison.contrast	contrast
Goldsmith 's necessity test , by contrast , upends that balance .	It banishes transformative meaning from the equation altogether , and by doing so , it violates 107 's text , contradicts precedent , and undermines copyright 's key goal , promoting creativity for the public good .	1<2	implicit	contingency.cause.reason	causal
and <*> it violates 107 's text , contradicts precedent , and undermines copyright 's key goal , promoting creativity for the public good .	by doing so ,	1<2	explicit	expansion.manner.arg2-as-manner	mode
and <*> it violates 107 's text , contradicts precedent , and undermines copyright 's key goal , promoting creativity for the public good .	by doing so ,	1<2	explicit	contingency.cause.reason	causal
and <*> it violates 107 's text ,	contradicts precedent ,	1<2	implicit	expansion.conjunction	conjunction
contradicts precedent ,	and undermines copyright 's key goal , promoting creativity for the public good .	1<2	explicit	expansion.conjunction	conjunction
Finally , the stakes for artistic expression in this case are high .	A ruling for Goldsmith would strip protection not just from the Prince Series but from countless works of modern and contemporary art .	1<2	implicit	contingency.cause.reason	causal
A ruling for Goldsmith would strip protection not just from the Prince Series but from countless works of modern and contemporary art .	It would also chill the creation of new art by established and up - and - coming artists alike .	1<2	explicit	expansion.conjunction	conjunction
A ruling for Goldsmith would strip protection not just from the Prince Series	but from countless works of modern and contemporary art .	1<2	explicit	expansion.conjunction	conjunction
A ruling for Goldsmith would strip protection not just from the Prince Series but from countless works of modern and contemporary art .	It would make it illegal for artists , museums , galleries , and collectors to display , sell , profit from , maybe even possess a significant quantity of works .	1<2	implicit	contingency.cause.result	causal
We ask you to reaffirm Campbell	and reverse the decision below .	1<2	explicit	expansion.conjunction	conjunction
Could you give us an example of any follow - on work that fails your test ?	Sure . I think a classic example would be a -- a book - to - movie adaptation . I think that would be a follow - on work . It would be a derivative work . I think , if you -- if someone were to , you know , try to do that , I think that the -- the original creator , the author of the book , could very easily assert that that was not fair use and would have a winning case under Factor 4 and probably also under Factor 1 . And , certainly , that would be a kind of classic example of a follow - on work that would not count .	1<2	hypophora	hypophora	query
I think a classic example would be a -- a book - to - movie adaptation .	I think that would be a follow - on work .	1<2	implicit	expansion.level-of-detail.arg2-as-detail	elaboration
I think that would be a follow - on work .	And , certainly , that would be a kind of classic example of a follow - on work that would not count .	1<2	explicit	expansion.level-of-detail.arg2-as-detail	elaboration
I think that would be a follow - on work .	It would be a derivative work .	1<2	implicit	expansion.equivalence	reformulation
if you -- if someone were to , you know , try to do that ,	I think that the -- the original creator , the author of the book , could very easily assert that that was not fair use and would have a winning case under Factor 4 and probably also under Factor 1 .	1<2	explicit	contingency.condition.arg2-as-cond	condition
that the -- the original creator , the author of the book , could very easily assert that that was not fair use	and would have a winning case under Factor 4 and probably also under Factor 1 .	1<2	explicit	expansion.conjunction	conjunction
Why ? I mean , derivative works are generally in a different medium , and almost all of them , even a dramatization on -- on theater or even a motion picture or a sequel , they add something new according to your definition in your brief . So why should n't they be protected as well according to your theory ?	Yeah , I think -- I think there 's a Factor 4 issue and a Factor 1 issue . I think the most obvious problem would be a Factor 4 problem for the person who 's trying to copy or -- or create the movie adaptation .	1<2	hypophora	hypophora	query
Why ?	I mean , derivative works are generally in a different medium , and almost all of them , even a dramatization on -- on theater or even a motion picture or a sequel , they add something new according to your definition in your brief .	1<2	implicit	expansion.level-of-detail.arg2-as-detail	elaboration
I mean , derivative works are generally in a different medium , and almost all of them , even a dramatization on -- on theater or even a motion picture or a sequel , they add something new according to your definition in your brief .	So why should n't they be protected as well according to your theory ?	1<2	explicit	contingency.cause.result	causal
